pH,k_leak,ngam_base,ngam_extra,ngam_total,pH_cytosol,pump_cost_kJ_per_mol,mu
7.5,0.02,0.7,-1.367544467966324e-06,0.699998632455532,7.0,14.398056954349999,0.025529001934723638
1.5,0.05,0.7,1.5811337735966453,2.281133773596645,6.995121062556256,50.0,0.013090754728845008
1.75,0.05,0.7,0.8891347050194616,1.5891347050194615,7.0,48.54435197932499,0.018658588379250024
2.0,0.05,0.7,0.499995,1.199995,7.0,47.05973045649999,0.021665496755634464
2.25,0.05,0.7,0.2811656625951745,0.9811656625951745,7.0,45.575108933675004,0.02335640559673886
2.5,0.05,0.7,0.158108883008419,0.8581088830084189,7.0,44.090487410849995,0.024307273515218948
2.75,0.05,0.7,0.08890897050194614,0.7889089705019461,7.0,42.605865888025,0.02484198584057898
3.0,0.05,0.7,0.049995,0.749995,7.0,41.12124436519999,0.025142676678217946
3.25,0.05,0.7,0.02811206625951746,0.7281120662595174,7.0,39.636622842375,0.025311767562328467
3.5,0.05,0.7,0.015806388300841898,0.7158063883008419,7.0,38.152001319549996,0.025406854354176153
3.75,0.05,0.7,0.008886397050194613,0.7088863970501945,7.0,36.667379796725,0.025460325586712528
4.0,0.05,0.7,0.004995,0.7049949999999999,7.0,35.18275827389999,0.025490394670476098
4.25,0.05,0.7,0.0028067066259517453,0.7028067066259517,7.0,33.698136751075,0.02550730375888658
4.5,0.05,0.7,0.0015761388300841897,0.7015761388300842,7.0,32.213515228249996,0.025516812438071693
4.75,0.05,0.7,0.0008841397050194615,0.7008841397050194,7.0,30.728893705424998,0.025522159561325742
5.0,0.05,0.7,0.000495,0.700495,7.0,29.2442721826,0.02552516646970161
5.25,0.05,0.7,0.0002761706625951746,0.7002761706625952,7.0,27.759650659774998,0.025526857378543395
5.5,0.05,0.7,0.00015311388300841898,0.7001531138830084,7.0,26.275029136949996,0.025527808246461215
5.75,0.05,0.7,8.391397050194616e-05,0.7000839139705018,7.0,24.790407614124998,0.02552834295878739
6.0,0.05,0.7,4.4999999999999996e-05,0.7000449999999999,7.0,23.305786091299996,0.025528643649624455
6.25,0.05,0.7,2.3117066259517454e-05,0.7000231170662595,7.0,21.821164568474998,0.025528812740509905
6.5,0.05,0.7,1.0811388300841898e-05,0.7000108113883008,7.0,20.33654304565,0.02552890782730026
