pH,k_leak,ngam_base,ngam_extra,ngam_total,pH_cytosol,pump_cost_kJ_per_mol,mu
1.5,1.5,0.7,47.43401320789936,48.134013207899365,6.995121062556256,50.0,0.0
1.75,1.5,0.7,26.674041150583847,27.374041150583846,7.0,48.54435197932499,0.0
2.0,1.5,0.7,14.999850000000002,15.699850000000001,7.0,47.05973045649999,0.0
2.25,1.5,0.7,8.434969877855236,9.134969877855236,7.0,45.575108933675004,0.0
2.5,1.5,0.7,4.7432664902525685,5.443266490252569,7.0,44.090487410849995,0.0
2.75,1.5,0.7,2.6672691150583843,3.3672691150583844,7.0,42.605865888025,0.0022120030106229514
3.0,1.5,0.7,1.4998500000000001,2.19985,7.0,41.12124436519999,0.013857608774993526
3.25,1.5,0.7,0.8433619877855236,1.5433619877855236,7.0,39.636622842375,0.01901227720895429
3.5,1.5,0.7,0.47419164902525696,1.1741916490252569,7.0,38.152001319549996,0.021864880964399744
3.75,1.5,0.7,0.26659191150583844,0.9665919115058383,7.0,36.667379796725,0.023469017940480754
4.0,1.5,0.7,0.14985,0.84985,7.0,35.18275827389999,0.024371090453394945
4.25,1.5,0.7,0.08420119877855235,0.7842011987785523,7.0,33.698136751075,0.024878363105727535
4.5,1.5,0.7,0.04728416490252569,0.7472841649025257,7.0,32.213515228249996,0.02516362348127202
4.75,1.5,0.7,0.026524191150583847,0.7265241911505838,7.0,30.728893705424998,0.025324037178880397
5.0,1.5,0.7,0.01485,0.71485,7.0,29.2442721826,0.02541424443017436
5.25,1.5,0.7,0.008285119877855239,0.7082851198778551,7.0,27.759650659774998,0.025464971695405007
5.5,1.5,0.7,0.00459341649025257,0.7045934164902525,7.0,26.275029136949996,0.025493497732958656
5.75,1.5,0.7,0.0025174191150583846,0.7025174191150584,7.0,24.790407614124998,0.02550953910272094
6.0,1.5,0.7,0.00135,0.7013499999999999,7.0,23.305786091299996,0.025518559827848467
6.25,1.5,0.7,0.0006935119877855235,0.7006935119877855,7.0,21.821164568474998,0.025523632554371838
6.5,1.5,0.7,0.0003243416490252569,0.7003243416490252,7.0,20.33654304565,0.025526484921434358
6.75,1.5,0.7,0.0001167419115058384,0.7001167419115057,7.0,18.851921522825,0.02552808905839696
7.0,1.5,0.7,0.0,0.7,7.0,17.3673,0.025528991130898713
7.25,1.5,0.7,-6.564880122144763e-05,0.6999343511987786,7.0,15.882678477174998,0.025529498403547048
7.5,1.5,0.7,-0.0001025658350974743,0.6998974341649025,7.0,14.398056954349999,0.025529783900645725
1.5,2.0,0.7,63.24535094386581,63.94535094386581,6.995121062556256,50.0,0.0
1.75,2.0,0.7,35.56538820077846,36.26538820077846,7.0,48.54435197932499,0.0
2.0,2.0,0.7,19.9998,20.6998,7.0,47.05973045649999,0.0
2.25,2.0,0.7,11.246626503806981,11.94662650380698,7.0,45.575108933675004,0.0
2.5,2.0,0.7,6.3243553203367595,7.02435532033676,7.0,44.090487410849995,0.0
2.75,2.0,0.7,3.5563588200778455,4.256358820077845,7.0,42.605865888025,0.0
3.0,2.0,0.7,1.9998,2.6997999999999998,7.0,41.12124436519999,0.008945631067322683
3.25,2.0,0.7,1.1244826503806984,1.8244826503806983,7.0,39.636622842375,0.01684003915606868
3.5,2.0,0.7,0.6322555320336759,1.3322555320336757,7.0,38.152001319549996,0.02064351159566155
3.75,2.0,0.7,0.35545588200778455,1.0554558820077844,7.0,36.667379796725,0.02278235802505217
4.0,2.0,0.7,0.1998,0.8997999999999999,7.0,35.18275827389999,0.02398512348198936
4.25,2.0,0.7,0.1122682650380698,0.8122682650380697,7.0,33.698136751075,0.024661487018430978
4.5,2.0,0.7,0.06304555320336759,0.7630455532033675,7.0,32.213515228249996,0.025041834185822526
4.75,2.0,0.7,0.03536558820077846,0.7353655882007785,7.0,30.728893705424998,0.025255719115968193
5.0,2.0,0.7,0.0198,0.7198,7.0,29.2442721826,0.02537599545102317
5.25,2.0,0.7,0.011046826503806983,0.7110468265038069,7.0,27.759650659774998,0.02544363180466727
5.5,2.0,0.7,0.006124555320336758,0.7061245553203367,7.0,26.275029136949996,0.02548166652140702
5.75,2.0,0.7,0.003356558820077846,0.7033565588200777,7.0,24.790407614124998,0.025503055014420153
6.0,2.0,0.7,0.0018,0.7018,7.0,23.305786091299996,0.025515082647927977
6.25,2.0,0.7,0.0009246826503806981,0.7009246826503807,7.0,21.821164568474998,0.02552184628329199
6.5,2.0,0.7,0.00043245553203367584,0.7004324555320336,7.0,20.33654304565,0.025525649754963763
6.75,2.0,0.7,0.00015565588200778456,0.7001556558820078,7.0,18.851921522825,0.025527788604268076
7.0,2.0,0.7,0.0,0.7,7.0,17.3673,0.02552899136761607
7.25,2.0,0.7,-8.753173496193018e-05,0.6999124682650381,7.0,15.882678477174998,0.02552966773115393
7.5,2.0,0.7,-0.0001367544467966324,0.6998632455532033,7.0,14.398056954349999,0.025530048078320582
1.5,3.0,0.7,94.86802641579872,95.56802641579873,6.995121062556256,50.0,0.0
1.75,3.0,0.7,53.34808230116769,54.048082301167696,7.0,48.54435197932499,0.0
2.0,3.0,0.7,29.999700000000004,30.699700000000004,7.0,47.05973045649999,0.0
2.25,3.0,0.7,16.869939755710472,17.56993975571047,7.0,45.575108933675004,0.0
2.5,3.0,0.7,9.486532980505137,10.186532980505136,7.0,44.090487410849995,0.0
2.75,3.0,0.7,5.3345382301167685,6.034538230116769,7.0,42.605865888025,0.0
3.0,3.0,0.7,2.9997000000000003,3.6997,7.0,41.12124436519999,0.0
3.25,3.0,0.7,1.6867239755710473,2.386723975571047,7.0,39.636622842375,0.012083334987065961
3.5,3.0,0.7,0.9483832980505139,1.648383298050514,7.0,38.152001319549996,0.01820077123624901
3.75,3.0,0.7,0.5331838230116769,1.233183823011677,7.0,36.667379796725,0.021409044513345424
4.0,3.0,0.7,0.2997,0.9997,7.0,35.18275827389999,0.023213189539176216
4.25,3.0,0.7,0.1684023975571047,0.8684023975571047,7.0,33.698136751075,0.024227734843837466
4.5,3.0,0.7,0.09456832980505138,0.7945683298050513,7.0,32.213515228249996,0.02479825559492724
4.75,3.0,0.7,0.05304838230116769,0.7530483823011677,7.0,30.728893705424998,0.02511908299014356
5.0,3.0,0.7,0.0297,0.7296999999999999,7.0,29.2442721826,0.025299497492727
5.25,3.0,0.7,0.016570239755710477,0.7165702397557104,7.0,27.759650659774998,0.02540095202319312
5.5,3.0,0.7,0.00918683298050514,0.7091868329805051,7.0,26.275029136949996,0.02545800409830211
5.75,3.0,0.7,0.005034838230116769,0.7050348382301167,7.0,24.790407614124998,0.025490086837822282
6.0,3.0,0.7,0.0027,0.7027,7.0,23.305786091299996,0.025508128288081307
6.25,3.0,0.7,0.001387023975571047,0.701387023975571,7.0,21.821164568474998,0.025518273741128843
6.5,3.0,0.7,0.0006486832980505138,0.7006486832980505,7.0,20.33654304565,0.025523978948638584
6.75,3.0,0.7,0.0002334838230116768,0.7002334838230116,7.0,18.851921522825,0.025527187222591393
7.0,3.0,0.7,0.0,0.7,7.0,17.3673,0.025528991367616414
7.25,3.0,0.7,-0.00013129760244289527,0.699868702397557,7.0,15.882678477174998,0.025530005912920855
7.5,3.0,0.7,-0.0002051316701949486,0.699794868329805,7.0,14.398056954349999,0.02553057643367322
