observed,predicted,sd
0.097335863639908,0.09542996205454858,0.006142131291233702
0.3510751606505646,0.3499186851383632,0.008564688754760914
0.1470139150083358,0.1489274085806305,0.0037180544622775744
0.1440123774281019,0.14930284504733787,0.004838881125616097
0.2525371356860316,0.2541495158257212,0.004485419666387433
0.1816299216508281,0.184015304395756,0.0061719048712371785
0.0256519289460852,0.0321034577669803,0.00337003040850627
0.1994400762850054,0.19901714371876306,0.004375404971586933
0.2516733981238836,0.24971871229275563,0.004763342927352075
0.3470318944016012,0.3509038224832704,0.003644741087964638
0.0804807364615403,0.07680589979869877,0.004378230036707567
0.2305067000487796,0.23102094770736303,0.005806401038111542
0.1506034235506365,0.1550688609104592,0.004320151471470485
0.1212156116677972,0.12671507223686862,0.0066072267191576335
0.3609909215268296,0.36346437967719014,0.003612052715230929
0.0633471746122086,0.057972202117762106,0.005924827098182256
0.0617617565293667,0.06426889914651876,0.003997858832547502
0.0284806814422995,0.033840010195166546,0.012531577074858209
0.3737384115678944,0.36809018515854863,0.004638362126104297
0.1210329201171469,0.12801644191944422,0.005463796265125363
0.0455819425797892,0.04036057113285596,0.014716822561217046
0.1078883252504923,0.09872242063413851,0.006693626624370272
0.4018827221245754,0.402478126277977,0.005898580281356347
0.0147994913963249,0.02023951246404018,0.00961096390147041
0.1605140820533497,0.15637390869191595,0.013126225535287615
0.175089263330361,0.17772176046004934,0.0035426602680043912
0.0179618514443673,0.02787545406384454,0.006205319395095085
0.0575610980035567,0.06457598264874667,0.006859983116052102
0.1934528317005371,0.19523146552152992,0.004509638273414704
0.2562899170387651,0.25479232487231884,0.003038692652827031
0.2153509109701887,0.2155143483757252,0.002681559383540793
0.3032175525205883,0.30321909061529034,0.0033526402077322347
0.0909378003394208,0.08622050468575812,0.0057998508916369765
0.316430308769271,0.3165630109746505,0.0034413778237998034
0.4092442563752385,0.4081988885698339,0.006131311532995881
0.1052164944207956,0.11093682134276332,0.006679304638802043
0.2984484314551368,0.29692943021514445,0.005825889043465516
0.3354365449030853,0.33634884992684094,0.004486516374980225
0.3479318998166414,0.34606625606394187,0.005363978341395613
0.1354397260582671,0.12316240984500271,0.015033683954307002
0.1035375086449831,0.1106203887569285,0.002783677630339394
0.0064145549738586,0.018616947774574025,0.012119897183354501
0.1461919978050588,0.14707034391429408,0.005209648653364814
0.4146151477671086,0.41381653629525444,0.0055339855916320445
0.1294201695072617,0.1315577543306469,0.008236817558840148
0.0888984748387751,0.0878429050681766,0.004692941937959803
0.2931406502688582,0.29442699462351823,0.0050569325142884505
0.2835038690209573,0.28369300526987423,0.004937266488764212
0.13045792643418,0.13852813329469696,0.009137944713777975
0.2282305714722914,0.20144280877035242,0.01072507589920215
0.1336081358142616,0.12685029140712073,0.005679700019317738
0.2380017833219923,0.23985203124405136,0.0038858036638564695
0.0814844238359065,0.07164892598080916,0.024652033758960218
0.3449017553585143,0.34681314334945623,0.00416812576350566
0.2935973939641992,0.28861484422173384,0.010096515188477729
0.2501474577958517,0.24780459560286144,0.003513303146406134
0.170081161549787,0.16681978148405444,0.005229987226056704
0.2407916041127223,0.23914800785932355,0.005422917125287939
0.3377440215771379,0.33960400399406004,0.0065060250346514106
0.3171840454559793,0.31885710701814235,0.005744309714515092
0.146033480170727,0.14693970549434465,0.004629280265600724
0.1198441428943422,0.12467647516159067,0.0045750648948369756
0.1340395811086697,0.13523073099862523,0.0069791825930118085
0.0726120944363594,0.07346051746060117,0.00584640024547367
0.0690459015476589,0.06529012652083438,0.003203510454403951
0.0875959267498123,0.08483690719899566,0.0022127133973128335
0.168248189228992,0.17227442498011708,0.0033318658338606284
0.3392447306373538,0.3386872379217207,0.006154551582993949
0.0566663755160963,0.05661304786262944,0.005244953574335152
0.3168730946913844,0.31695598297586225,0.005302952363556095
0.0552517228556999,0.06411939243920382,0.00806797984246215
0.2860654125270754,0.2878886097655966,0.0042601182850802695
0.2660946273442142,0.26778884960563587,0.005304508644302511
0.1369406827547348,0.13896910768623164,0.003881144869535375
0.0237873968448497,0.031743407302226787,0.007946243484631538
0.0492735651762512,0.0515020944578274,0.007018246393555707
0.1088091336801624,0.10675469931547307,0.006954023986176619
0.332015840626523,0.3320753697525768,0.0057244521347297826
0.1148006498053961,0.11588646009851784,0.00501679252992516
0.1075786190913498,0.0928334284541209,0.006634075924301563
0.0508020885440776,0.048122138537945336,0.011917638160630989
0.1839044101053672,0.1713300731471146,0.008304932842186068
0.0759027137325988,0.07903002511635171,0.008844184951842703
0.1692929738432728,0.16884605739381522,0.0030248553392122884
0.1640914912885449,0.16705508568354194,0.010055796200783588
0.2543653335608014,0.2558202827516756,0.0031208943129352818
0.19944307236657,0.2043718167648531,0.0025813535612056273
0.25793285003301,0.2594160300919742,0.0025391880384524608
0.018471433464656,0.019313405845282763,0.006389601353221313
0.1383952176819971,0.12641010491729152,0.010509940853694015
0.079367274049855,0.08495297911151556,0.006725193100377365
0.1510436536168909,0.15236062277313286,0.007252901456098074
0.1002397810405377,0.0940101047951868,0.005229286762619578
0.2090429749086232,0.21064790841244382,0.01086582800581683
0.3463399905412677,0.348452482232505,0.0030706944379827925
0.2416722809340688,0.2412356443644721,0.0025946076506572937
0.1624617270564946,0.16989145677064935,0.006262602995823188
0.359966196702059,0.360620399229219,0.009629579904408119
0.429163571724676,0.42762660912586703,0.005776514476392858
0.1141970206716736,0.1141456905388428,0.008061720252842028
0.1756979754461401,0.17594010054969852,0.0036753717628902195
0.2186857799810145,0.22361584567476375,0.00260520438722477
0.2997152140716028,0.29876418547232975,0.003989346616353817
