gene,growth,ratio,classification,model,wt_growth
YER119C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER141W,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER152C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER163C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER170W,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER174C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER175C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YER178W,0.0795566836499915,0.9466269752797997,neutral,CNCM_I745,0.084042
YER183C,0.08404225581835963,0.9999997834378485,neutral,CNCM_I745,0.084042
YFL001W,0.08404225581835938,0.9999997834378456,neutral,CNCM_I745,0.084042
YFL011W,0.08404225581835938,0.9999997834378456,neutral,CNCM_I745,0.084042
YFL017C,0.0,0.0,essential,CNCM_I745,0.084042
YFL018C,0.07955668364999396,0.9466269752798291,neutral,CNCM_I745,0.084042
YFL022C,0.0,0.0,essential,CNCM_I745,0.084042
YFL030W,0.08404225581835985,0.9999997834378511,neutral,CNCM_I745,0.084042
YFL045C,0.0,0.0,essential,CNCM_I745,0.084042
YFL053W,0.08404223716580864,0.9999995614953653,neutral,CNCM_I745,0.084042
YFL054C,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFL055W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFL058W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFL059W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFL060C,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFL061W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFR015C,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFR019W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFR021W,0.0840422371658098,0.9999995614953792,neutral,CNCM_I745,0.084042
YFR025C,0.0,0.0,essential,CNCM_I745,0.084042
YFR030W,0.0,0.0,essential,CNCM_I745,0.084042
YFR033C,0.024371212384316762,0.2899875410187468,growth_reduced,CNCM_I745,0.084042
YFR044C,0.08404223716580989,0.9999995614953802,neutral,CNCM_I745,0.084042
YFR047C,3.0129794465874536e-14,3.5850760605499306e-13,essential,CNCM_I745,0.084042
YFR049W,0.08404223716580753,0.9999995614953521,neutral,CNCM_I745,0.084042
YFR053C,0.08404223716580925,0.9999995614953725,neutral,CNCM_I745,0.084042
YFR055W,0.08404223716580925,0.9999995614953725,neutral,CNCM_I745,0.084042
YGL001C,0.0,0.0,essential,CNCM_I745,0.084042
YGL006W,0.08404223716580862,0.9999995614953652,neutral,CNCM_I745,0.084042
YGL008C,0.08404223716580832,0.9999995614953615,neutral,CNCM_I745,0.084042
YGL009C,0.0,0.0,essential,CNCM_I745,0.084042
YGL012W,0.0,0.0,essential,CNCM_I745,0.084042
YGL026C,1.1433998167317275e-14,1.3605055670873835e-13,essential,CNCM_I745,0.084042
YGL027C,0.08404223275702567,0.9999995090362545,neutral,CNCM_I745,0.084042
YGL037C,0.08404223275702483,0.9999995090362445,neutral,CNCM_I745,0.084042
YGL038C,0.08404223275702483,0.9999995090362445,neutral,CNCM_I745,0.084042
YGL040C,0.0,0.0,essential,CNCM_I745,0.084042
YGL047W,0.0840422327570252,0.9999995090362489,neutral,CNCM_I745,0.084042
YGL055W,0.0,0.0,essential,CNCM_I745,0.084042
YGL062W,0.08404223275702562,0.9999995090362539,neutral,CNCM_I745,0.084042
YGL063W,0.08404223275702598,0.9999995090362581,neutral,CNCM_I745,0.084042
YGL065C,0.08404223275702598,0.9999995090362581,neutral,CNCM_I745,0.084042
YGL067W,0.08404223275702598,0.9999995090362581,neutral,CNCM_I745,0.084042
YGL077C,0.08404223275702598,0.9999995090362581,neutral,CNCM_I745,0.084042
YGL080W,0.08404223275702435,0.9999995090362388,neutral,CNCM_I745,0.084042
YGL084C,0.0840422327570251,0.9999995090362477,neutral,CNCM_I745,0.084042
YGL101W,0.0840422327570251,0.9999995090362477,neutral,CNCM_I745,0.084042
YGL125W,0.0,0.0,essential,CNCM_I745,0.084042
YGL142C,0.08404223275702524,0.9999995090362493,neutral,CNCM_I745,0.084042
YGL148W,0.0,0.0,essential,CNCM_I745,0.084042
YGL154C,1.6551811729711343e-16,1.969462621397119e-15,essential,CNCM_I745,0.084042
YGL156W,0.08404223275702531,0.9999995090362502,neutral,CNCM_I745,0.084042
YGL167C,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL169W,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL184C,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL186C,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL187C,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL191W,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL196W,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL202W,0.08404223275702602,0.9999995090362587,neutral,CNCM_I745,0.084042
YGL205W,0.08404223275702677,0.9999995090362676,neutral,CNCM_I745,0.084042
YGL224C,0.08404223275702677,0.9999995090362676,neutral,CNCM_I745,0.084042
YGL225W,0.08404223275702677,0.9999995090362676,neutral,CNCM_I745,0.084042
YGL234W,4.985799160052753e-14,5.932489593203157e-13,essential,CNCM_I745,0.084042
YGL245W,0.0,0.0,essential,CNCM_I745,0.084042
YGL248W,0.08404223275702627,0.9999995090362616,neutral,CNCM_I745,0.084042
YGL253W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGL255W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGL256W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR007W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR010W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR012W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR015C,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR019W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR020C,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR032W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR036C,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR038W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR043C,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR046W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR055W,0.08404223275702484,0.9999995090362446,neutral,CNCM_I745,0.084042
YGR060W,0.0,0.0,essential,CNCM_I745,0.084042
YGR061C,6.466649215227959e-15,7.694519562602944e-14,essential,CNCM_I745,0.084042
YGR062C,0.08404225581835988,0.9999997834378515,neutral,CNCM_I745,0.084042
YGR065C,0.08404225581836025,0.9999997834378559,neutral,CNCM_I745,0.084042
YGR087C,0.08404225581836025,0.9999997834378559,neutral,CNCM_I745,0.084042
YGR088W,0.08404199818214123,0.9999967178827881,neutral,CNCM_I745,0.084042
YGR094W,0.0,0.0,essential,CNCM_I745,0.084042
YGR096W,0.08404225581836014,0.9999997834378546,neutral,CNCM_I745,0.084042
YGR106C,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR110W,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR121C,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR124W,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR138C,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR143W,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR144W,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR154C,0.08404225581835907,0.9999997834378419,neutral,CNCM_I745,0.084042
YGR155W,3.8323096294080975e-16,4.5599785038583935e-15,essential,CNCM_I745,0.084042
YGR157W,2.873349010425702e-16,3.4189329643616668e-15,essential,CNCM_I745,0.084042
YGR170W,0.08404225581836142,0.9999997834378698,neutral,CNCM_I745,0.084042
YGR171C,0.08404225581836021,0.9999997834378554,neutral,CNCM_I745,0.084042
YGR175C,0.0,0.0,essential,CNCM_I745,0.084042
YGR177C,0.08404225581835988,0.9999997834378515,neutral,CNCM_I745,0.084042
YGR180C,0.0840422558183587,0.9999997834378375,neutral,CNCM_I745,0.084042
YGR183C,0.024371218998686623,0.28998761972163695,growth_reduced,CNCM_I745,0.084042
YGR185C,0.0,0.0,essential,CNCM_I745,0.084042
YGR191W,0.08404225581836043,0.9999997834378581,neutral,CNCM_I745,0.084042
YGR192C,0.08404225581836018,0.9999997834378551,neutral,CNCM_I745,0.084042
YGR193C,0.07955668364998944,0.9466269752797752,neutral,CNCM_I745,0.084042
YGR194C,0.0840422558183619,0.9999997834378755,neutral,CNCM_I745,0.084042
YGR202C,0.08404225581835921,0.9999997834378436,neutral,CNCM_I745,0.084042
YGR204W,0.0,0.0,essential,CNCM_I745,0.084042
YGR208W,0.07786771293570266,0.9265302949601748,neutral,CNCM_I745,0.084042
YGR209C,0.08404225581836114,0.9999997834378664,neutral,CNCM_I745,0.084042
YGR216C,0.08404225581836211,0.9999997834378781,neutral,CNCM_I745,0.084042
YGR227W,0.08404225581836211,0.9999997834378781,neutral,CNCM_I745,0.084042
YGR234W,0.08404225581836211,0.9999997834378781,neutral,CNCM_I745,0.084042
YGR240C,0.06677101873841888,0.7944932418598503,neutral,CNCM_I745,0.084042
YGR243W,0.08404225581835961,0.9999997834378483,neutral,CNCM_I745,0.084042
YGR244C,0.0836565227521116,0.995410032972957,neutral,CNCM_I745,0.084042
YGR247W,0.08404225581836082,0.9999997834378627,neutral,CNCM_I745,0.084042
YGR248W,0.0840422558183606,0.99999978343786,neutral,CNCM_I745,0.084042
YGR254W,0.0840422558183606,0.99999978343786,neutral,CNCM_I745,0.084042
YGR255C,0.0840422558183606,0.99999978343786,neutral,CNCM_I745,0.084042
YGR256W,0.0840422558183606,0.99999978343786,neutral,CNCM_I745,0.084042
YGR260W,0.0840422558183606,0.99999978343786,neutral,CNCM_I745,0.084042
YGR264C,0.0,0.0,essential,CNCM_I745,0.084042
YGR267C,0.0,0.0,essential,CNCM_I745,0.084042
YGR277C,0.08404187994278796,0.9999953109794809,neutral,CNCM_I745,0.084042
YGR282C,0.08404225581835983,0.999999783437851,neutral,CNCM_I745,0.084042
YGR286C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YGR287C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YGR292W,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL003C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL011C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL012W,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL016C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL018W,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL032C,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHL036W,0.08404225581836007,0.9999997834378538,neutral,CNCM_I745,0.084042
YHR001W-A,0.024371218998685704,0.289987619721626,growth_reduced,CNCM_I745,0.084042
YHR002W,0.08339143363663154,0.99225579757684,neutral,CNCM_I745,0.084042
YHR007C,0.0,0.0,essential,CNCM_I745,0.084042
YHR008C,0.08404223275702521,0.999999509036249,neutral,CNCM_I745,0.084042
YHR011W,0.08404223275702578,0.9999995090362558,neutral,CNCM_I745,0.084042
YHR013C,0.08404223275702578,0.9999995090362558,neutral,CNCM_I745,0.084042
YHR018C,0.0,0.0,essential,CNCM_I745,0.084042
YHR019C,0.0,0.0,essential,CNCM_I745,0.084042
YHR020W,0.0,0.0,essential,CNCM_I745,0.084042
YHR025W,0.0,0.0,essential,CNCM_I745,0.084042
YHR026W,0.08404223275702516,0.9999995090362483,neutral,CNCM_I745,0.084042
YHR037W,0.08404223275702541,0.9999995090362513,neutral,CNCM_I745,0.084042
YHR039C-A,0.08404223275702541,0.9999995090362513,neutral,CNCM_I745,0.084042
YHR042W,0.0,0.0,essential,CNCM_I745,0.084042
YHR043C,0.08404225581836042,0.9999997834378579,neutral,CNCM_I745,0.084042
YHR044C,0.08404225581836029,0.9999997834378564,neutral,CNCM_I745,0.084042
YHR046C,0.08404225581836029,0.9999997834378564,neutral,CNCM_I745,0.084042
YHR051W,0.08404225581836029,0.9999997834378564,neutral,CNCM_I745,0.084042
YHR063C,0.0,0.0,essential,CNCM_I745,0.084042
YHR067W,0.08404225581836008,0.9999997834378539,neutral,CNCM_I745,0.084042
YHR068W,0.0840422558183599,0.9999997834378518,neutral,CNCM_I745,0.084042
YHR072W,0.0,0.0,essential,CNCM_I745,0.084042
YHR074W,0.0,0.0,essential,CNCM_I745,0.084042
YHR091C,0.08404223716580894,0.999999561495369,neutral,CNCM_I745,0.084042
YHR092C,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR094C,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR096C,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR100C,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR104W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR106W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR109W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR116W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR123W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR128W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR137W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR144C,0.08404020239184869,0.9999753501804799,neutral,CNCM_I745,0.084042
YHR162W,0.08404223716580878,0.999999561495367,neutral,CNCM_I745,0.084042
YHR163W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR174W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR183W,0.08404223716580829,0.9999995614953612,neutral,CNCM_I745,0.084042
YHR190W,0.0,0.0,essential,CNCM_I745,0.084042
YHR201C,0.08404225581835933,0.999999783437845,neutral,CNCM_I745,0.084042
YHR208W,0.0,0.0,essential,CNCM_I745,0.084042
YHR215W,0.08404225581835943,0.9999997834378462,neutral,CNCM_I745,0.084042
YHR216W,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL002C,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL006W,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL009W,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL010W,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL013C,0.08404225581836022,0.9999997834378556,neutral,CNCM_I745,0.084042
YIL020C,0.0,0.0,essential,CNCM_I745,0.084042
YIL023C,0.08404223275702521,0.999999509036249,neutral,CNCM_I745,0.084042
YIL043C,0.08404223275702555,0.999999509036253,neutral,CNCM_I745,0.084042
YIL048W,0.08404223275702555,0.999999509036253,neutral,CNCM_I745,0.084042
YIL053W,0.08404223275702555,0.999999509036253,neutral,CNCM_I745,0.084042
YIL066C,0.08404223275702555,0.999999509036253,neutral,CNCM_I745,0.084042
YIL074C,0.08404223275702555,0.999999509036253,neutral,CNCM_I745,0.084042
YIL078W,0.0,0.0,essential,CNCM_I745,0.084042
YIL083C,0.0,0.0,essential,CNCM_I745,0.084042
YIL094C,4.611547042867699e-29,5.487175468193139e-28,essential,CNCM_I745,0.084042
YIL099W,0.08404225581836014,0.9999997834378546,neutral,CNCM_I745,0.084042
YIL107C,0.08404225581835978,0.9999997834378503,neutral,CNCM_I745,0.084042
YIL111W,0.08404225581835978,0.9999997834378503,neutral,CNCM_I745,0.084042
YIL116W,0.0,0.0,essential,CNCM_I745,0.084042
YIL124W,0.08404225581836008,0.9999997834378539,neutral,CNCM_I745,0.084042
YIL125W,0.08404225581836067,0.9999997834378609,neutral,CNCM_I745,0.084042
YIL134W,0.08404225581835942,0.999999783437846,neutral,CNCM_I745,0.084042
YIL145C,9.364810743678594e-13,1.1142976380661621e-11,essential,CNCM_I745,0.084042
YIL155C,0.08404223275702398,0.9999995090362344,neutral,CNCM_I745,0.084042
YIL160C,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIL162W,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIL166C,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR027C,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR028W,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR029W,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR031C,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR032C,0.08404223275702451,0.9999995090362407,neutral,CNCM_I745,0.084042
YIR034C,0.0,0.0,essential,CNCM_I745,0.084042
YIR036C,0.08404223275702528,0.9999995090362499,neutral,CNCM_I745,0.084042
YIR037W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL003W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL005W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL012C,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL026W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL045W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL052W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL060W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL068C,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL071W,0.0840422327570238,0.9999995090362322,neutral,CNCM_I745,0.084042
YJL088W,0.0,0.0,essential,CNCM_I745,0.084042
YJL091C,0.08404223275702426,0.9999995090362377,neutral,CNCM_I745,0.084042
YJL097W,0.08404223275702516,0.9999995090362483,neutral,CNCM_I745,0.084042
YJL100W,0.08404223275702392,0.9999995090362337,neutral,CNCM_I745,0.084042
YJL101C,0.0,0.0,essential,CNCM_I745,0.084042
YJL121C,0.08184078653916202,0.973804998671472,neutral,CNCM_I745,0.084042
YJL126W,0.08404223716580832,0.9999995614953615,neutral,CNCM_I745,0.084042
YJL129C,0.08404223716580911,0.999999561495371,neutral,CNCM_I745,0.084042
YJL130C,5.52639504158346e-16,6.575732399091767e-15,essential,CNCM_I745,0.084042
YJL133W,0.0840422327570256,0.9999995090362537,neutral,CNCM_I745,0.084042
YJL134W,0.08404223275702537,0.9999995090362509,neutral,CNCM_I745,0.084042
YJL137C,0.08404223275702537,0.9999995090362509,neutral,CNCM_I745,0.084042
YJL139C,0.08404223275702537,0.9999995090362509,neutral,CNCM_I745,0.084042
YJL153C,1.271159948386921e-16,1.5125244565652102e-15,essential,CNCM_I745,0.084042
YJL155C,0.0840422327570255,0.9999995090362526,neutral,CNCM_I745,0.084042
YJL166W,0.024371218998686106,0.2899876197216308,growth_reduced,CNCM_I745,0.084042
YJL167W,0.0,0.0,essential,CNCM_I745,0.084042
YJL196C,0.0840422558183598,0.9999997834378507,neutral,CNCM_I745,0.084042
YJL198W,0.0840422558183601,0.9999997834378541,neutral,CNCM_I745,0.084042
YJL200C,0.0840422558183601,0.9999997834378541,neutral,CNCM_I745,0.084042
YJL212C,0.08404225581836093,0.999999783437864,neutral,CNCM_I745,0.084042
YJL214W,0.08404225581836093,0.999999783437864,neutral,CNCM_I745,0.084042
YJL216C,0.08404225581836093,0.999999783437864,neutral,CNCM_I745,0.084042
YJR001W,0.08404225581836093,0.999999783437864,neutral,CNCM_I745,0.084042
YJR009C,0.08404225581836093,0.999999783437864,neutral,CNCM_I745,0.084042
YJR010W,0.0,0.0,essential,CNCM_I745,0.084042
YJR013W,0.08404225581836067,0.9999997834378609,neutral,CNCM_I745,0.084042
YJR016C,2.7556022601624925e-17,3.2788287708019346e-16,essential,CNCM_I745,0.084042
YJR019C,0.08404225581836156,0.9999997834378714,neutral,CNCM_I745,0.084042
YJR024C,0.0,0.0,essential,CNCM_I745,0.084042
YJR025C,0.0,0.0,essential,CNCM_I745,0.084042
YJR040W,0.08404225581836015,0.9999997834378548,neutral,CNCM_I745,0.084042
YJR048W,0.08404225581836039,0.9999997834378576,neutral,CNCM_I745,0.084042
YJR049C,0.08404225581836039,0.9999997834378576,neutral,CNCM_I745,0.084042
YJR051W,0.08404225581836039,0.9999997834378576,neutral,CNCM_I745,0.084042
YJR057W,0.08404225581836039,0.9999997834378576,neutral,CNCM_I745,0.084042
YJR069C,0.08404225581836039,0.9999997834378576,neutral,CNCM_I745,0.084042
YJR073C,0.0,0.0,essential,CNCM_I745,0.084042
YJR077C,0.08404223275702553,0.9999995090362529,neutral,CNCM_I745,0.084042
YJR078W,0.0,0.0,essential,CNCM_I745,0.084042
YJR095W,0.08398164533295445,0.9992785929880081,neutral,CNCM_I745,0.084042
YJR103W,0.084042232757025,0.9999995090362466,neutral,CNCM_I745,0.084042
YJR104C,0.08404223275702535,0.9999995090362507,neutral,CNCM_I745,0.084042
YJR105W,0.08396299926950491,0.999056727698578,neutral,CNCM_I745,0.084042
YJR109C,0.0840422327570257,0.9999995090362548,neutral,CNCM_I745,0.084042
YJR110W,0.08404223275702535,0.9999995090362507,neutral,CNCM_I745,0.084042
YJR121W,0.034180618095546976,0.40670743973357015,growth_reduced,CNCM_I745,0.084042
YJR130C,0.08404225581836053,0.9999997834378592,neutral,CNCM_I745,0.084042
YJR131W,0.08404225581836015,0.9999997834378548,neutral,CNCM_I745,0.084042
YJR133W,0.08404225581836015,0.9999997834378548,neutral,CNCM_I745,0.084042
YJR137C,0.0,0.0,essential,CNCM_I745,0.084042
YJR139C,0.0,0.0,essential,CNCM_I745,0.084042
YJR143C,0.08404225581836035,0.9999997834378571,neutral,CNCM_I745,0.084042
YJR148W,0.0,0.0,essential,CNCM_I745,0.084042
YJR149W,0.08404225581835947,0.9999997834378467,neutral,CNCM_I745,0.084042
YJR152W,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YJR153W,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YJR155W,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YJR158W,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YJR159W,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YJR160C,0.08404225581836072,0.9999997834378616,neutral,CNCM_I745,0.084042
YKL001C,0.0,0.0,essential,CNCM_I745,0.084042
YKL004W,0.0840422558183607,0.9999997834378612,neutral,CNCM_I745,0.084042
YKL008C,0.08404225581836101,0.999999783437865,neutral,CNCM_I745,0.084042
YKL016C,0.03418061766637058,0.40670743462689735,growth_reduced,CNCM_I745,0.084042
YKL019W,0.08404225581836028,0.9999997834378562,neutral,CNCM_I745,0.084042
YKL024C,2.5276264994280954e-15,3.007565572136493e-14,essential,CNCM_I745,0.084042
YKL026C,0.08404225581836032,0.9999997834378568,neutral,CNCM_I745,0.084042
YKL029C,0.08331351378624814,0.9913286469101883,neutral,CNCM_I745,0.084042
YKL035W,0.08404225581836088,0.9999997834378633,neutral,CNCM_I745,0.084042
YKL055C,0.08404225581836065,0.9999997834378607,neutral,CNCM_I745,0.084042
YKL060C,0.06677101873841983,0.7944932418598616,neutral,CNCM_I745,0.084042
YKL067W,3.110785322073521e-16,3.701453058469173e-15,essential,CNCM_I745,0.084042
YKL069W,0.08404223716580952,0.9999995614953758,neutral,CNCM_I745,0.084042
YKL080W,0.08404223716580836,0.999999561495362,neutral,CNCM_I745,0.084042
YKL085W,0.08404225581836071,0.9999997834378613,neutral,CNCM_I745,0.084042
YKL087C,0.0840422558183595,0.999999783437847,neutral,CNCM_I745,0.084042
YKL088W,0.0,0.0,essential,CNCM_I745,0.084042
YKL094W,0.08404225581836051,0.9999997834378591,neutral,CNCM_I745,0.084042
YKL103C,0.08404225581835978,0.9999997834378503,neutral,CNCM_I745,0.084042
YKL104C,0.0,0.0,essential,CNCM_I745,0.084042
YKL106W,0.08404225581836018,0.9999997834378551,neutral,CNCM_I745,0.084042
YKL120W,0.08373601284081386,0.996355867550024,neutral,CNCM_I745,0.084042
YKL127W,0.08404225581836026,0.9999997834378561,neutral,CNCM_I745,0.084042
YKL132C,0.08404225581836,0.999999783437853,neutral,CNCM_I745,0.084042
YKL140W,0.08404225581836,0.999999783437853,neutral,CNCM_I745,0.084042
YKL141W,0.08378538012437246,0.9969432776853995,neutral,CNCM_I745,0.084042
YKL146W,0.08404225581835938,0.9999997834378456,neutral,CNCM_I745,0.084042
YKL148C,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL150W,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL152C,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL165C,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL174C,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL181W,0.08404225581835997,0.9999997834378527,neutral,CNCM_I745,0.084042
YKL182W,1.1030429589327073e-16,1.3124858552575685e-15,essential,CNCM_I745,0.084042
YKL184W,0.08404223716580798,0.9999995614953575,neutral,CNCM_I745,0.084042
YKL188C,0.08404223716580855,0.9999995614953643,neutral,CNCM_I745,0.084042
YKL192C,0.08404223716580855,0.9999995614953643,neutral,CNCM_I745,0.084042
YKL194C,0.08404223716580855,0.9999995614953643,neutral,CNCM_I745,0.084042
YKL211C,0.0,0.0,essential,CNCM_I745,0.084042
YKL212W,0.08404223275702458,0.9999995090362415,neutral,CNCM_I745,0.084042
YKL215C,0.08404223275702549,0.9999995090362523,neutral,CNCM_I745,0.084042
YKL216W,3.9994573312464456e-19,4.758863771766644e-18,essential,CNCM_I745,0.084042
YKL217W,0.08404223275702487,0.9999995090362449,neutral,CNCM_I745,0.084042
YKL218C,0.08404223275702496,0.9999995090362461,neutral,CNCM_I745,0.084042
YKL220C,0.08404223275702496,0.9999995090362461,neutral,CNCM_I745,0.084042
YKR009C,0.08404223275702496,0.9999995090362461,neutral,CNCM_I745,0.084042
YKR031C,0.08404223275702496,0.9999995090362461,neutral,CNCM_I745,0.084042
YKR039W,4.387052215779074e-18,5.220054153700173e-17,essential,CNCM_I745,0.084042
YKR043C,0.08404225581835985,0.9999997834378511,neutral,CNCM_I745,0.084042
YKR052C,0.08404225581836085,0.999999783437863,neutral,CNCM_I745,0.084042
YKR053C,0.08404225581836085,0.999999783437863,neutral,CNCM_I745,0.084042
YKR058W,0.08404225581836085,0.999999783437863,neutral,CNCM_I745,0.084042
YKR061W,0.08404225581836085,0.999999783437863,neutral,CNCM_I745,0.084042
YKR066C,0.08404225581836085,0.999999783437863,neutral,CNCM_I745,0.084042
YKR067W,0.0,0.0,essential,CNCM_I745,0.084042
YKR069W,0.08404225581835943,0.9999997834378462,neutral,CNCM_I745,0.084042
YKR072C,0.0,0.0,essential,CNCM_I745,0.084042
