contrast,reaction,name,mean_diff,cohens_d,p,p_adj
ileum_vs_colon,r_2926,"PE (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1494,0.4243992834661467,0.4537785347547559
ileum_vs_colon,r_2927,"PE (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1855,0.32192818292474695,0.36383675149614836
ileum_vs_colon,r_2928,"PE (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1762,0.34676214591866766,0.3836517359100153
ileum_vs_colon,r_2929,"PE (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1869,0.31851746997837815,0.36383675149614836
ileum_vs_colon,r_2930,"PE (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1717,0.3589525781303641,0.3948984639515994
ileum_vs_colon,r_2931,"PE (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.2199,0.2411548485357844,0.36383675149614836
ileum_vs_colon,r_2932,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2933,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2934,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.198,0.29078289956293135,0.36383675149614836
ileum_vs_colon,r_2935,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2936,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2937,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_2938,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2939,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2940,"PE (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2941,"PE (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2942,"PE (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2943,"PE (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2944,"PE (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_2945,"PE (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.32153693526426663,0.36383675149614836
ileum_vs_colon,r_2946,"PE (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_2947,"PE (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2948,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1826,0.32139427976936535,0.36383675149614836
ileum_vs_colon,r_2949,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1826,0.3295343907761435,0.36851157678192387
ileum_vs_colon,r_2950,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1866,0.31929548548794057,0.36383675149614836
ileum_vs_colon,r_2951,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1858,0.32127578145831476,0.36383675149614836
ileum_vs_colon,r_2952,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1857,0.32154145372515985,0.36383675149614836
ileum_vs_colon,r_2953,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1857,0.3215433604010384,0.36383675149614836
ileum_vs_colon,r_2954,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.2121,0.2580408926274235,0.36383675149614836
ileum_vs_colon,r_2955,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-16:1) acyltransferase, ER membrane",0.0,0.047,0.8012781017216609,0.8256234073221869
ileum_vs_colon,r_2956,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3215527142225994,0.36383675149614836
ileum_vs_colon,r_2957,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1638,0.3813238467799186,0.4142515327135606
ileum_vs_colon,r_2958,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1316,0.4812454001152375,0.5072586649863313
ileum_vs_colon,r_2959,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1857,0.3215323835042873,0.36383675149614836
ileum_vs_colon,r_2960,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1857,0.3215369352641702,0.36383675149614836
ileum_vs_colon,r_2961,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2962,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1594,0.39412239081317463,0.42519428054533365
ileum_vs_colon,r_2963,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1857,0.32153693526475713,0.36383675149614836
ileum_vs_colon,r_2964,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1044,0.5761014828815165,0.6027621148860938
ileum_vs_colon,r_2965,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1926,0.30413416688045103,0.36383675149614836
ileum_vs_colon,r_2966,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_2967,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2968,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2969,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2970,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2971,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-16:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2972,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1854,0.3222628209661737,0.36383675149614836
ileum_vs_colon,r_2973,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",-0.0,-0.2604,0.16626451800482722,0.36383675149614836
ileum_vs_colon,r_2974,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.2016,0.28218984272584624,0.36383675149614836
ileum_vs_colon,r_2975,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1619,0.3870620105338689,0.4187356008549483
ileum_vs_colon,r_2976,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1857,0.32153764658968625,0.36383675149614836
ileum_vs_colon,r_2977,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1856,0.3217523115761129,0.36383675149614836
ileum_vs_colon,r_2978,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_2979,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-16:1) acyltransferase, ER membrane",0.0,0.1858,0.32126676127841264,0.36383675149614836
ileum_vs_colon,r_2980,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2981,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.32153693526426785,0.36383675149614836
ileum_vs_colon,r_2982,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.186,0.3206506212228736,0.36383675149614836
ileum_vs_colon,r_2983,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1657,0.3760557317287669,0.40995593396008134
ileum_vs_colon,r_2984,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2985,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_2986,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",0.0,0.1857,0.3215369352642672,0.36383675149614836
ileum_vs_colon,r_2987,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3215369352642668,0.36383675149614836
ileum_vs_colon,r_2988,"PC (1-16:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1483,0.4278399830146084,0.4568311933626209
ileum_vs_colon,r_2989,"PC (1-16:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3215350236810957,0.36383675149614836
ileum_vs_colon,r_2990,"PC (1-18:0, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.2591,0.16837573655683227,0.36383675149614836
ileum_vs_colon,r_2991,"PC (1-18:1, 2-16:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3214462833312832,0.36383675149614836
ileum_vs_colon,r_2992,"PC (1-16:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1411,0.4505734430751109,0.4791374036790545
ileum_vs_colon,r_2993,"PC (1-16:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.2544,0.17604926554401668,0.36383675149614836
ileum_vs_colon,r_2994,"PC (1-18:0, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",0.0,0.1568,0.4019772795132196,0.4330694447794355
ileum_vs_colon,r_2995,"PC (1-18:1, 2-18:1) diacylglycerol (1-16:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1843,0.3251088502547802,0.36487036431471737
ileum_vs_colon,r_2996,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2997,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2998,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_2999,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3000,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3001,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.32153693526426663,0.36383675149614836
ileum_vs_colon,r_3002,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3003,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:0, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3004,"PC (1-16:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3005,"PC (1-16:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3006,"PC (1-18:0, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3007,"PC (1-18:1, 2-16:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",-0.0,-0.1857,0.3215369352642677,0.36383675149614836
ileum_vs_colon,r_3008,"PC (1-16:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3009,"PC (1-16:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3010,"PC (1-18:0, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3011,"PC (1-18:1, 2-18:1) diacylglycerol (1-18:1, 2-18:1) acyltransferase, ER membrane",0.0,0.0,,
ileum_vs_colon,r_3022,"PC phospholipase B (1-16:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3023,"PC phospholipase B (1-16:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3024,"PC phospholipase B (1-18:0, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3025,"PC phospholipase B (1-18:1, 2-16:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3026,"PC phospholipase B (1-16:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3027,"PC phospholipase B (1-16:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3028,"PC phospholipase B (1-18:0, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3029,"PC phospholipase B (1-18:1, 2-18:1), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3030,"LPC phospholipase B (16:0), ER membrane",0.0,0.0,,
ileum_vs_colon,r_3031,"LPC phospholipase B (16:1), ER membrane",0.0,0.1646,0.37904862869288164,0.4123541567370261
ileum_vs_colon,r_3032,"LPC phospholipase B (18:0), ER membrane",-0.0,-0.1857,0.32153693526426635,0.36383675149614836
ileum_vs_colon,r_3033,"LPC phospholipase B (18:1), ER membrane",0.0,0.1956,0.29650935696886416,0.36383675149614836
ileum_vs_colon,r_3034,"PC phospholipase B (1-16:0, 2-16:1), cell envelope",-0.0,-0.1857,0.3215369352642675,0.36383675149614836
ileum_vs_colon,r_3035,"PC phospholipase B (1-16:1, 2-16:1), cell envelope",0.0,6.7005,2.5077808416443633e-42,9.314614554679063e-41
ileum_vs_colon,r_3036,"PC phospholipase B (1-18:0, 2-16:1), cell envelope",-0.0,-0.2367,0.20760421824561862,0.36383675149614836
ileum_vs_colon,r_3037,"PC phospholipase B (1-18:1, 2-16:1), cell envelope",0.0,0.1376,0.4616643069434777,0.4895964098108941
ileum_vs_colon,r_3038,"PC phospholipase B (1-16:0, 2-18:1), cell envelope",0.0,0.1857,0.32153693526426735,0.36383675149614836
ileum_vs_colon,r_3039,"PC phospholipase B (1-16:1, 2-18:1), cell envelope",-0.0,-6.7005,2.5077808416442066e-42,9.314614554679063e-41
ileum_vs_colon,r_3040,"PC phospholipase B (1-18:0, 2-18:1), cell envelope",0.0,0.2367,0.20760421824561862,0.36383675149614836
ileum_vs_colon,r_3041,"PC phospholipase B (1-18:1, 2-18:1), cell envelope",-0.0,-0.1376,0.4616643069434777,0.4895964098108941
ileum_vs_colon,r_3042,"LPC phospholipase B (16:0), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3043,"LPC phospholipase B (16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3044,"LPC phospholipase B (18:0), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3045,"LPC phospholipase B (18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3046,"PE phospholipase B (1-16:0, 2-16:1), cell envelope",-0.0,-0.1963,0.29489386693799974,0.36383675149614836
ileum_vs_colon,r_3047,"PE phospholipase B (1-16:1, 2-16:1), cell envelope",0.0,0.1888,0.3135269248858491,0.36383675149614836
ileum_vs_colon,r_3048,"PE phospholipase B (1-18:0, 2-16:1), cell envelope",0.0,0.1857,0.3215151162629201,0.36383675149614836
ileum_vs_colon,r_3049,"PE phospholipase B (1-18:1, 2-16:1), cell envelope",-0.0,-0.1619,0.38701767526155906,0.4187356008549483
ileum_vs_colon,r_3050,"PE phospholipase B (1-16:0, 2-18:1), cell envelope",0.0,0.1857,0.3215363052019699,0.36383675149614836
ileum_vs_colon,r_3051,"PE phospholipase B (1-16:1, 2-18:1), cell envelope",-0.0,-0.1857,0.3215270868520843,0.36383675149614836
ileum_vs_colon,r_3052,"PE phospholipase B (1-18:0, 2-18:1), cell envelope",-0.0,-0.1857,0.3216378872393395,0.36383675149614836
ileum_vs_colon,r_3053,"PE phospholipase B (1-18:1, 2-18:1), cell envelope",0.0,0.165,0.37800884442268806,0.4115172811000045
ileum_vs_colon,r_3054,"LPE phospholipase B (16:0), cell envelope",0.0,0.1857,0.32154118325955094,0.36383675149614836
ileum_vs_colon,r_3055,"LPE phospholipase B (16:1), cell envelope",-0.0,-0.1857,0.32153177115927256,0.36383675149614836
ileum_vs_colon,r_3056,"LPE phospholipase B (18:0), cell envelope",0.0,0.0264,0.8873414945874032,0.9094958814430676
ileum_vs_colon,r_3057,"LPE phospholipase B (18:1), cell envelope",0.0,0.1686,0.3677699126605176,0.40176545080560744
ileum_vs_colon,r_3058,"PS phospholipase B (1-16:0, 2-16:1), cell envelope",0.0,0.1827,0.32932981321208077,0.36851157678192387
ileum_vs_colon,r_3059,"PS phospholipase B (1-16:1, 2-16:1), cell envelope",0.0,0.2244,0.2319681858534955,0.36383675149614836
ileum_vs_colon,r_3060,"PS phospholipase B (1-18:0, 2-16:1), cell envelope",0.0,0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_3061,"PS phospholipase B (1-18:1, 2-16:1), cell envelope",-0.0,-0.1856,0.32183428054793417,0.36383675149614836
ileum_vs_colon,r_3062,"PS phospholipase B (1-16:0, 2-18:1), cell envelope",-0.0,-0.2249,0.23080359970448105,0.36383675149614836
ileum_vs_colon,r_3063,"PS phospholipase B (1-16:1, 2-18:1), cell envelope",0.0,0.1902,0.3099345061594134,0.36383675149614836
ileum_vs_colon,r_3064,"PS phospholipase B (1-18:0, 2-18:1), cell envelope",0.0,0.1857,0.32151629112044466,0.36383675149614836
ileum_vs_colon,r_3065,"PS phospholipase B (1-18:1, 2-18:1), cell envelope",-0.0,-0.2552,0.17480858588650838,0.36383675149614836
ileum_vs_colon,r_3066,"LPS phospholipase B (16:0), cell envelope",-0.0,-0.1693,0.36588469435442805,0.39998607091303984
ileum_vs_colon,r_3067,"LPS phospholipase B (16:1), cell envelope",0.0,0.2297,0.2211647970272395,0.36383675149614836
ileum_vs_colon,r_3068,"LPS phospholipase B (18:0), cell envelope",0.0,0.1857,0.3215797515683119,0.36383675149614836
ileum_vs_colon,r_3069,"LPS phospholipase B (18:1), cell envelope",-0.0,-0.1865,0.319582103592735,0.36383675149614836
ileum_vs_colon,r_3070,"PI phospholipase B (1-16:0, 2-16:1), cell envelope",0.0,0.1857,0.32153693525623234,0.36383675149614836
ileum_vs_colon,r_3071,"PI phospholipase B (1-16:1, 2-16:1), cell envelope",0.0,0.1857,0.3215369352642653,0.36383675149614836
ileum_vs_colon,r_3072,"PI phospholipase B (1-18:0, 2-16:1), cell envelope",0.0,0.1857,0.3215369352642904,0.36383675149614836
ileum_vs_colon,r_3073,"PI phospholipase B (1-18:1, 2-16:1), cell envelope",0.0,0.189,0.3131530871232729,0.36383675149614836
ileum_vs_colon,r_3074,"PI phospholipase B (1-16:0, 2-18:1), cell envelope",-0.0,-0.1857,0.32153693525773813,0.36383675149614836
ileum_vs_colon,r_3075,"PI phospholipase B (1-16:1, 2-18:1), cell envelope",-0.0,-0.188,0.31563057386696025,0.36383675149614836
ileum_vs_colon,r_3076,"PI phospholipase B (1-18:0, 2-18:1), cell envelope",-0.0,-0.1857,0.3215369352652451,0.36383675149614836
ileum_vs_colon,r_3077,"PI phospholipase B (1-18:1, 2-18:1), cell envelope",0.0,0.1907,0.30879662506604033,0.36383675149614836
ileum_vs_colon,r_3078,"LPI phospholipase B (16:0), cell envelope",0.0,0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_3079,"LPI phospholipase B (16:1), cell envelope",-0.0,-0.1857,0.32153693526426663,0.36383675149614836
ileum_vs_colon,r_3080,"LPI phospholipase B (18:0), cell envelope",0.0,0.1857,0.32153986842545973,0.36383675149614836
ileum_vs_colon,r_3081,"LPI phospholipase B (18:1), cell envelope",0.0,0.1857,0.3215369352722305,0.36383675149614836
ileum_vs_colon,r_3082,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3083,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3084,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3085,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3086,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3087,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3088,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3089,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), cytoplasm",0.0,0.0,,
ileum_vs_colon,r_3090,"PI 4,5-P2 phospholipase C (1-16:0, 2-16:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3091,"PI 4,5-P2 phospholipase C (1-16:1, 2-16:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3092,"PI 4,5-P2 phospholipase C (1-18:0, 2-16:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3093,"PI 4,5-P2 phospholipase C (1-18:1, 2-16:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3094,"PI 4,5-P2 phospholipase C (1-16:0, 2-18:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3095,"PI 4,5-P2 phospholipase C (1-16:1, 2-18:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3096,"PI 4,5-P2 phospholipase C (1-18:0, 2-18:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3097,"PI 4,5-P2 phospholipase C (1-18:1, 2-18:1), nucleus",0.0,0.0,,
ileum_vs_colon,r_3098,"PG phospholipase C (1-16:0, 2-16:1), mitochondrial membrane",-0.0,-0.1857,0.3215369207632467,0.36383675149614836
ileum_vs_colon,r_3099,"PG phospholipase C (1-16:1, 2-16:1), mitochondrial membrane",-0.0,-0.1857,0.321537510343062,0.36383675149614836
ileum_vs_colon,r_3100,"PG phospholipase C (1-18:0, 2-16:1), mitochondrial membrane",0.0,0.1857,0.3215369352642674,0.36383675149614836
ileum_vs_colon,r_3101,"PG phospholipase C (1-18:1, 2-16:1), mitochondrial membrane",-0.0,-0.2622,0.16339022286392374,0.36383675149614836
ileum_vs_colon,r_3102,"PG phospholipase C (1-16:0, 2-18:1), mitochondrial membrane",0.0,0.1857,0.32153693541508255,0.36383675149614836
ileum_vs_colon,r_3103,"PG phospholipase C (1-16:1, 2-18:1), mitochondrial membrane",0.0,0.2194,0.2423214368753511,0.36383675149614836
ileum_vs_colon,r_3104,"PC phospholipase D (1-16:0, 2-16:1), cell envelope",0.0,0.1533,0.4124771969743625,0.4428523243496253
ileum_vs_colon,r_3105,"PC phospholipase D (1-16:1, 2-16:1), cell envelope",-0.0,-0.1861,0.3205992586846431,0.36383675149614836
ileum_vs_colon,r_3106,"PC phospholipase D (1-18:0, 2-16:1), cell envelope",0.0,0.1922,0.3051262495035278,0.36383675149614836
ileum_vs_colon,r_3107,"PC phospholipase D (1-18:1, 2-16:1), cell envelope",0.0,0.1873,0.3175201113694953,0.36383675149614836
ileum_vs_colon,r_3108,"PC phospholipase D (1-16:0, 2-18:1), cell envelope",-0.0,-0.1979,0.2910097276075234,0.36383675149614836
ileum_vs_colon,r_3109,"PC phospholipase D (1-16:1, 2-18:1), cell envelope",-0.0,-0.0794,0.6705091361258564,0.6951872554006747
ileum_vs_colon,r_3110,"PC phospholipase D (1-18:0, 2-18:1), cell envelope",-0.0,-0.2205,0.23998347414441806,0.36383675149614836
ileum_vs_colon,r_3111,"PC phospholipase D (1-18:1, 2-18:1), cell envelope",-0.0,-0.1777,0.34273085825495014,0.3805410241122578
ileum_vs_colon,r_3112,"PI 3-P phosphatase (1-16:0, 2-16:1), cell envelope",-0.0,-0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3113,"PI 3-P phosphatase (1-16:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3114,"PI 3-P phosphatase (1-18:0, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3115,"PI 3-P phosphatase (1-18:1, 2-16:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3116,"PI 3-P phosphatase (1-16:0, 2-18:1), cell envelope",0.0,0.0,,
ileum_vs_colon,r_3117,"PI 3-P phosphatase (1-16:1, 2-18:1), cell envelope",0.0,0.1857,0.321536935264267,0.36383675149614836
ileum_vs_colon,r_3118,"PI 3-P phosphatase (1-18:0, 2-18:1), cell envelope",-0.0,-0.1857,0.3215369352642671,0.36383675149614836
ileum_vs_colon,r_3119,"PI 3-P phosphatase (1-18:1, 2-18:1), cell envelope",0.0,0.0,,
