gene,growth,ratio,classification,model,wt_growth
YEL004W,0.08404225581836014,1.0000001412361978,neutral,Yeast9_base,0.084042
YEL006W,0.08404225581836014,1.0000001412361978,neutral,Yeast9_base,0.084042
YEL017C-A,0.08404225581836014,1.0000001412361978,neutral,Yeast9_base,0.084042
YEL021W,0.0,0.0,essential,Yeast9_base,0.084042
YEL024W,0.024371219272819405,0.2899877267405944,growth_reduced,Yeast9_base,0.084042
YEL027W,0.08404225581836137,1.0000001412362125,neutral,Yeast9_base,0.084042
YEL029C,0.08404225581836035,1.0000001412362003,neutral,Yeast9_base,0.084042
YEL031W,0.08404225581836035,1.0000001412362003,neutral,Yeast9_base,0.084042
YEL038W,2.0153447970823065e-13,2.3980140253228e-12,essential,Yeast9_base,0.084042
YEL039C,0.08404223275702535,0.9999998668344958,neutral,Yeast9_base,0.084042
YEL041W,0.08404223275702527,0.9999998668344948,neutral,Yeast9_base,0.084042
YEL042W,0.08404223275702527,0.9999998668344948,neutral,Yeast9_base,0.084042
YEL046C,0.08404223275702527,0.9999998668344948,neutral,Yeast9_base,0.084042
YEL047C,0.08404225581835995,1.0000001412361956,neutral,Yeast9_base,0.084042
YEL051W,0.08404225581835995,1.0000001412361956,neutral,Yeast9_base,0.084042
YEL058W,0.0,0.0,essential,Yeast9_base,0.084042
YEL063C,0.08404225581836122,1.0000001412362107,neutral,Yeast9_base,0.084042
YEL066W,0.08404225581836033,1.0000001412362003,neutral,Yeast9_base,0.084042
YEL069C,0.08404225581836033,1.0000001412362003,neutral,Yeast9_base,0.084042
YEL070W,0.08404225581836033,1.0000001412362003,neutral,Yeast9_base,0.084042
YEL071W,0.08404225581836033,1.0000001412362003,neutral,Yeast9_base,0.084042
YER003C,0.0,0.0,essential,Yeast9_base,0.084042
YER005W,0.08404223275702456,0.9999998668344864,neutral,Yeast9_base,0.084042
YER010C,0.08404223275702508,0.9999998668344925,neutral,Yeast9_base,0.084042
YER014W,0.0,0.0,essential,Yeast9_base,0.084042
YER015W,0.08404223275702521,0.9999998668344942,neutral,Yeast9_base,0.084042
YER019W,0.08404223275702567,0.9999998668344996,neutral,Yeast9_base,0.084042
YER023W,0.0,0.0,essential,Yeast9_base,0.084042
YER024W,0.08404225581835992,1.0000001412361952,neutral,Yeast9_base,0.084042
YER026C,0.0,0.0,essential,Yeast9_base,0.084042
YER037W,0.08404225581835875,1.0000001412361814,neutral,Yeast9_base,0.084042
YER042W,0.08404225581835915,1.000000141236186,neutral,Yeast9_base,0.084042
YER043C,0.0,0.0,essential,Yeast9_base,0.084042
YER052C,2.3747531310035585e-15,2.825666021551346e-14,essential,Yeast9_base,0.084042
YER053C,0.08404225581836004,1.0000001412361967,neutral,Yeast9_base,0.084042
YER055C,0.0,0.0,essential,Yeast9_base,0.084042
YER056C,0.08404223275702527,0.9999998668344948,neutral,Yeast9_base,0.084042
YER060W,0.0840422327570265,0.9999998668345095,neutral,Yeast9_base,0.084042
YER060W-A,0.0840422327570265,0.9999998668345095,neutral,Yeast9_base,0.084042
YER061C,0.0840422327570265,0.9999998668345095,neutral,Yeast9_base,0.084042
YER062C,0.0840422327570265,0.9999998668345095,neutral,Yeast9_base,0.084042
YER065C,0.0840422327570265,0.9999998668345095,neutral,Yeast9_base,0.084042
YER069W,1.3616290413079826e-17,1.6201721626346748e-16,essential,Yeast9_base,0.084042
YER070W,0.08404223275702564,0.9999998668344993,neutral,Yeast9_base,0.084042
YER073W,0.08404223275702309,0.999999866834469,neutral,Yeast9_base,0.084042
YER081W,0.08404223275702309,0.999999866834469,neutral,Yeast9_base,0.084042
YER086W,0.08404223275702309,0.999999866834469,neutral,Yeast9_base,0.084042
YER087W,0.08404223275702309,0.999999866834469,neutral,Yeast9_base,0.084042
YER090W,2.284847043341739e-15,2.718688764117744e-14,essential,Yeast9_base,0.084042
YER091C,0.0,0.0,essential,Yeast9_base,0.084042
YER099C,0.0840422558183599,1.0000001412361952,neutral,Yeast9_base,0.084042
YER119C,0.08404225581835996,1.0000001412361958,neutral,Yeast9_base,0.084042
YER141W,0.08404225581835996,1.0000001412361958,neutral,Yeast9_base,0.084042
YER152C,0.08404225581835996,1.0000001412361958,neutral,Yeast9_base,0.084042
