scenario,t_h,substrate,boulardii,c_difficile,toxinA
dosed_S_boulardii,0.0,25.0,0.05,0.05,0.0
dosed_S_boulardii,2.0,24.633444368865757,0.1348760927968779,0.1134128591492835,0.06039073891569083
dosed_S_boulardii,4.0,23.93809219198434,0.2728207921894765,0.23826743841045617,0.15077040348000528
dosed_S_boulardii,6.0,22.750929844843917,0.496807116660419,0.45181539158128176,0.2484124250628009
dosed_S_boulardii,8.0,20.950176460461872,0.8599066985345992,0.755479726817867,0.30456408098051735
dosed_S_boulardii,10.0,18.51559506934144,1.4469271768739498,1.099014032198112,0.2896802775653821
dosed_S_boulardii,12.0,15.447831962078382,2.3917009840852432,1.3931836755894862,0.2270844418720746
dosed_S_boulardii,14.0,11.539500555574898,3.8990432144670795,1.5638093250077687,0.15584855149383256
dosed_S_boulardii,16.0,6.243283855796971,6.2432759503375,1.5923259357039137,0.09818051899662959
dosed_S_boulardii,18.0,0.40982608356469946,9.00935229123717,1.5003374422884608,0.06292860216203151
dosed_S_boulardii,20.0,0.23469629152334348,9.359123581960905,1.3213535055613166,0.053081437739754656
dosed_S_boulardii,22.0,0.2292400967805908,9.607367173593842,1.158852080472253,0.045344808005486105
dosed_S_boulardii,24.0,0.2245138069554731,9.828228151459092,1.0141406968572868,0.0387863797780974
dosed_S_boulardii,26.0,0.22043002757791297,10.023839641735913,0.8858680925737361,0.03321624083184376
dosed_S_boulardii,28.0,0.21690699181024828,10.19643405685049,0.772607041090443,0.02847683166493245
dosed_S_boulardii,30.0,0.21387052412212662,10.348237498942868,0.672925625684365,0.024437196553258902
dosed_S_boulardii,32.0,0.21125472583244645,10.481398816158906,0.585435529523596,0.020988674690279575
dosed_S_boulardii,34.0,0.2090017824130073,10.597944880807614,0.50882289046606,0.018040500025440786
dosed_S_boulardii,36.0,0.2070613977049025,10.699755033376272,0.44186631246186314,0.015516787605047544
dosed_S_boulardii,38.0,0.20539004807119982,10.788549194261808,0.38344567336106655,0.013353928489033407
dosed_S_boulardii,40.0,0.20395019295915384,10.865885426731179,0.3325445256060253,0.01149842909530598
dosed_S_boulardii,42.0,0.202709517698901,10.933163801844838,0.288248188209485,0.00990520015885316
dosed_S_boulardii,44.0,0.20164023039642023,10.99163426716094,0.24973907329896713,0.008536028813835172
dosed_S_boulardii,46.0,0.20071845327576884,11.042406852288961,0.21629036091328058,0.00735863153361795
dosed_S_boulardii,48.0,0.19992366255112964,11.08646306736531,0.18725881032095668,0.006345483419948721
dosed_S_boulardii,50.0,0.19923822515919126,11.12466766948781,0.1620772530596567,0.0054732282574676055
dosed_S_boulardii,52.0,0.19864698310820997,11.157780281011748,0.14024713449501056,0.004721924123117813
dosed_S_boulardii,54.0,0.19813690275011173,11.1864665061143,0.1213313409532091,0.0040745357426361815
dosed_S_boulardii,56.0,0.19769677317258166,11.211308344206264,0.10494745678501714,0.00351649478550867
dosed_S_boulardii,58.0,0.1973169472923406,11.232813791165803,0.09076153033914049,0.003035319457055505
dosed_S_boulardii,60.0,0.19698912071950336,11.251425585296364,0.0784823826327627,0.0026203039387568123
dosed_S_boulardii,62.0,0.19670614288740465,11.267529099925246,0.06785646202170983,0.002262283638134893
dosed_S_boulardii,64.0,0.19646185335573385,11.281459414289197,0.058663228298008255,0.0019533655194056447
dosed_S_boulardii,66.0,0.19625094374782354,11.29350760876152,0.05071103733654304,0.0016867606788865384
dosed_S_boulardii,68.0,0.1960688388466841,11.303926343511327,0.04383349044691251,0.0014566525832396158
dosed_S_boulardii,70.0,0.19591159351998824,11.312934782752485,0.0378862093069038,0.001258005678239223
dosed_S_boulardii,72.0,0.19577580591062368,11.320722925847285,0.03274399658054805,0.001086509185819089
dosed_S_boulardii,74.0,0.19565854151476672,11.32745540754607,0.02829834319539876,0.0009384345183974028
dosed_S_boulardii,76.0,0.19555726865191478,11.333274823900815,0.02445524515789048,0.0008105680324315101
dosed_S_boulardii,78.0,0.19546980293525731,11.338304637736853,0.021133295292676865,0.0007001529579169307
dosed_S_boulardii,80.0,0.19539425910394476,11.342651712853046,0.01826201810137111,0.0006047928828411072
dosed_S_boulardii,82.0,0.19532901005369213,11.346408520962338,0.015780418844790936,0.000522432992996513
dosed_S_boulardii,84.0,0.19527265125858728,11.349655061709058,0.013635720824444312,0.00045130233993995503
dosed_S_boulardii,86.0,0.19522397015992654,11.352460531263718,0.011782267588959143,0.00038986152064771914
dosed_S_boulardii,88.0,0.19518191989722317,11.354884771150305,0.010180569367138464,0.0003367890878033949
dosed_S_boulardii,90.0,0.19514559657903355,11.356979525419245,0.00879647540429947,0.00029094850402891633
dosed_S_boulardii,92.0,0.19511421968328077,11.358789530808476,0.007600456042463056,0.00025135049819109895
dosed_S_boulardii,94.0,0.19508711519580743,11.360353461557754,0.0065669803377943125,0.00021714098613921393
dosed_S_boulardii,96.0,0.19506370105146703,11.361704747904799,0.005673976757942298,0.00018759089992590632
dosed_S_boulardii,98.0,0.19504347455382648,11.362872284878234,0.004902366059864404,0.00016206538551872168
dosed_S_boulardii,100.0,0.19502600153870037,11.36388104586928,0.004235656829425283,0.00014001148840967116
dosed_S_boulardii,102.0,0.19501090702305887,11.364752613629168,0.0036595953826694975,0.00012095900343116431
dosed_S_boulardii,104.0,0.1949978671237901,11.36550563969681,0.003161862800928966,0.00010450198397175033
dosed_S_boulardii,106.0,0.19498660208541932,11.366156241813611,0.0027318128127594068,9.028421117430255e-05
dosed_S_boulardii,108.0,0.19497687026390706,11.36671834763354,0.0023602450592766907,7.799862266807191e-05
dosed_S_boulardii,110.0,0.19496846293058334,11.367203991941546,0.0020392089990154657,6.738650211659423e-05
dosed_S_boulardii,112.0,0.1949611997835842,11.367623573634907,0.0017618343361378247,5.8220103355173346e-05
dosed_S_boulardii,114.0,0.19495492507420206,11.36798607788743,0.0015221844026221372,5.029847205746364e-05
dosed_S_boulardii,116.0,0.1949495042619006,11.368299268195715,0.0013151294007646374,4.3454238977134476e-05
dosed_S_boulardii,118.0,0.1949448211243823,11.36856985237695,0.0011362368258473472,3.754349688737956e-05
dosed_S_boulardii,120.0,0.19494077526213274,11.368803626040478,0.0009816767479565792,3.243687685897359e-05
dosed_S_boulardii,122.0,0.19493727994357476,11.369005596582188,0.0008481399435922973,2.8022410851670207e-05
dosed_S_boulardii,124.0,0.19493426024374472,11.369180090340462,0.0007327671379932134,2.4209983200851184e-05
dosed_S_boulardii,126.0,0.1949316514363164,11.36933084519628,0.0006330878534084827,2.091803191540559e-05
dosed_S_boulardii,128.0,0.19492939760500394,11.369461090591281,0.000546967561560008,1.8071776680023037e-05
dosed_S_boulardii,130.0,0.19492745044415957,11.369573616671266,0.00047256201434736953,1.561201052225641e-05
dosed_S_boulardii,132.0,0.19492576822259422,11.369670834031322,0.0004082777790727257,1.3489067670287751e-05
dosed_S_boulardii,134.0,0.19492431488855685,11.369754825338854,0.0003527381362216293,1.165518607748256e-05
dosed_S_boulardii,136.0,0.1949230592966572,11.36982738993764,0.0003047536118475993,1.0068080753496852e-05
dosed_S_boulardii,138.0,0.19492197454003768,11.36989008238671,0.00026329651523827055,8.698113647333594e-06
dosed_S_boulardii,140.0,0.19492103737343258,11.369944245758278,0.00022747893786017226,7.516418135101596e-06
dosed_S_boulardii,142.0,0.19492022771481268,11.369991040407033,0.00019653374336735553,6.493587541416193e-06
dosed_S_boulardii,144.0,0.19491952821487923,11.370031468826507,0.00016979814225880367,5.608872743031044e-06
dosed_S_boulardii,146.0,0.19491892388514506,11.370066397124507,0.00014669949993512005,4.84663153059185e-06
dosed_S_boulardii,148.0,0.1949184017766439,11.370096573577325,0.00012674307459777307,4.188615823655252e-06
dosed_S_boulardii,150.0,0.1949179507023818,11.37012264466004,0.00010950142266183078,3.617347462133815e-06
dosed_S_boulardii,152.0,0.19491756099756244,11.370145168896128,9.460524498686164e-05,3.1247919307983144e-06
dosed_S_boulardii,154.0,0.19491722431244077,11.370164628823,8.173547803249025e-05,2.7012341937987206e-06
dosed_S_boulardii,156.0,0.19491693343337566,11.370181441329713,7.061646066657402e-05,2.333674519675768e-06
dosed_S_boulardii,158.0,0.19491668212823474,11.37019596658834,6.1010030359139194e-05,2.01479887280754e-06
dosed_S_boulardii,160.0,0.1949164650128378,11.370208515770239,5.271042237712117e-05,1.7413469952207961e-06
dosed_S_boulardii,162.0,0.19491627743557405,11.37021935771254,4.553986277657749e-05,1.5058807055891862e-06
dosed_S_boulardii,164.0,0.19491611537772432,11.370228724677702,3.9344760836347275e-05,1.2996670617551537e-06
dosed_S_boulardii,166.0,0.19491597536734515,11.370236817329458,3.3992419405738596e-05,1.1222616227371105e-06
dosed_S_boulardii,168.0,0.19491585440487164,11.370243809031802,2.9368192724967496e-05,9.710570028552536e-07
dosed_S_boulardii,170.0,0.19491574989884444,11.37024984956309,2.537303085638379e-05,8.390820619338591e-07
dosed_S_boulardii,172.0,0.19491565961038293,11.370255068324836,2.192135814099379e-05,7.234669359844026e-07
dosed_S_boulardii,174.0,0.19491558160521238,11.370259577113965,1.893924024626804e-05,6.255380918066026e-07
dosed_S_boulardii,176.0,0.1949155142122201,11.370263472517877,1.63628005505351e-05,5.41948779786437e-07
dosed_S_boulardii,178.0,0.1949154559876506,11.370266837983674,1.4136851948398655e-05,4.66988237077119e-07
dosed_S_boulardii,180.0,0.19491540568417193,11.370269745605873,1.2213714774255403e-05,4.027208169615907e-07
dosed_S_boulardii,182.0,0.19491536222415143,11.370272257670893,1.0552195526745736e-05,3.493204689482291e-07
dosed_S_boulardii,184.0,0.19491532467656683,11.370274427991419,9.116704520684688e-06,3.0213843708950933e-07
dosed_S_boulardii,186.0,0.19491529223706056,11.37027630305922,7.876493568192753e-06,2.5952106052890947e-07
dosed_S_boulardii,188.0,0.1949152642107055,11.370277923041147,6.804997361309558e-06,2.245565400356857e-07
dosed_S_boulardii,190.0,0.19491523999711816,11.370279322639588,5.8792644493947155e-06,1.9557589395054878e-07
dosed_S_boulardii,192.0,0.19491521907759424,11.370280531835911,5.079465623580784e-06,1.6787845878485507e-07
dosed_S_boulardii,194.0,0.1949152010039983,11.370281576532712,4.388469178311345e-06,1.4417014787038843e-07
dosed_S_boulardii,196.0,0.19491518538916086,11.37028247910873,3.7914739524164967e-06,1.258494019648303e-07
dosed_S_boulardii,198.0,0.19491517189858532,11.370283258898244,3.2756922897589124e-06,1.0927747554108622e-07
dosed_S_boulardii,200.0,0.19491516024328173,11.37028393260525,2.830076128668062e-06,9.393089282154025e-08
undosed_S_boulardii,0.0,25.0,0.05,0.05,0.0
undosed_S_boulardii,2.0,24.66153016608111,0.08130557844078906,0.11556479395659572,0.06301661290058329
undosed_S_boulardii,4.0,24.02926597968286,0.13217752509763395,0.2589618598576845,0.18144180794049625
undosed_S_boulardii,6.0,22.82885991135245,0.21476715125693857,0.5538982287499806,0.38831652483334494
undosed_S_boulardii,8.0,20.65716121177495,0.34858324389519313,1.1079068875332851,0.6958755509621976
undosed_S_boulardii,10.0,17.102498263534876,0.5644684810860254,2.023594820318953,1.038440685084273
undosed_S_boulardii,12.0,12.063579504808136,0.9092622492913769,3.2998508333664747,1.2564522398085458
undosed_S_boulardii,14.0,6.083932812082396,1.4436805896817253,4.732916176925298,1.2327482040822564
undosed_S_boulardii,16.0,0.6984605063567451,2.1130029664810417,5.898617913613214,1.0555354025539874
undosed_S_boulardii,18.0,0.19811372745000588,2.1733684088078062,6.005428516584847,1.0167310633522486
undosed_S_boulardii,20.0,0.19797588832997476,2.1703312128789674,6.004997698523279,1.0177670112749602
undosed_S_boulardii,22.0,0.19779675111455647,2.1670526338709246,6.0051928152865335,1.0192664464603378
undosed_S_boulardii,24.0,0.19757274907437208,2.1634656129196173,6.0059775961094335,1.02100942509763
undosed_S_boulardii,26.0,0.19730097291632542,2.1594998990617733,6.00733257360509,1.0230249726598466
undosed_S_boulardii,28.0,0.19697792444560933,2.155080767586367,6.009253616163461,1.025348701524744
undosed_S_boulardii,30.0,0.1965990337999952,2.15012768534147,6.011750755331884,1.0280221990552492
undosed_S_boulardii,32.0,0.19615860784416833,2.1445529415771567,6.014847306928805,1.0310937975601424
undosed_S_boulardii,34.0,0.1956497232522717,2.1382602864858318,6.018579331198836,1.0346194990625517
undosed_S_boulardii,36.0,0.19506417315348254,2.1311435600060924,6.022995351588525,1.038664068168325
undosed_S_boulardii,38.0,0.19439303430620217,2.123085252750996,6.028156152196525,1.0433023222420503
undosed_S_boulardii,40.0,0.19362613908305704,2.113955203286331,6.034134992659178,1.0486206549675356
undosed_S_boulardii,42.0,0.19275160705669997,2.103609329671363,6.041017929504629,1.0547188124147147
undosed_S_boulardii,44.0,0.19175558761780173,2.0918884233090456,6.048904153167865,1.0617119700682267
undosed_S_boulardii,46.0,0.1906238770957483,2.0786168955000837,6.057905892850441,1.0697332126712296
undosed_S_boulardii,48.0,0.18934083124358692,2.0636020610361725,6.068148855524044,1.0789364243533417
undosed_S_boulardii,50.0,0.1878871763519017,2.0466338946966696,6.079772746213633,1.089499584477869
undosed_S_boulardii,52.0,0.18624464906303675,2.027484603646098,6.092929916552423,1.101628823729114
undosed_S_boulardii,54.0,0.18439206982978068,2.0059098248706264,6.107785544216137,1.1155630162706947
undosed_S_boulardii,56.0,0.18230809910178222,1.9816501148389951,6.1245156490200765,1.1315792307134944
undosed_S_boulardii,58.0,0.1799695452942341,1.9544341744860771,6.143305316316646,1.149998982575045
undosed_S_boulardii,60.0,0.17735403684668574,1.9239832732285416,6.164344836141837,1.1711957261272483
undosed_S_boulardii,62.0,0.17444000374166813,1.8900179473448984,6.187825153200723,1.1956032653455
undosed_S_boulardii,64.0,0.1712062304284516,1.8522670935878205,6.2139318649191235,1.2237253946136397
undosed_S_boulardii,66.0,0.16763572644520724,1.8104793548104516,6.242836409529355,1.256147210981283
undosed_S_boulardii,68.0,0.16371624791730993,1.7644376647912066,6.274686163693064,1.2935474292941294
undosed_S_boulardii,70.0,0.15944094925356153,1.7139765180007562,6.309592693387285,1.3367120862784903
undosed_S_boulardii,72.0,0.15481288496922183,1.6590012081610737,6.347617544552599,1.3865496783213165
undosed_S_boulardii,74.0,0.1498449581386489,1.5995086916361836,6.3887583225310856,1.4441069563484465
undosed_S_boulardii,76.0,0.14456283183098495,1.5356078225183982,6.43293430639126,1.5105855057901538
undosed_S_boulardii,78.0,0.13900463379363903,1.4675371142576523,6.479974678271749,1.5873583656821217
undosed_S_boulardii,80.0,0.1332226585938298,1.3956768804321542,6.52960990401943,1.6759862575327171
undosed_S_boulardii,82.0,0.12728078501801618,1.320553234327164,6.581469829407336,1.7782327543680858
undosed_S_boulardii,84.0,0.12125251457021063,1.2428311679398598,6.635088872612727,1.896077881865203
undosed_S_boulardii,86.0,0.11521711889922737,1.1632955289361837,6.689919853855594,2.0317296655502157
