zone,systematic_id,log2_ratio,sd_log2,n_samples
duodenum,YOR143C,-0.639,0.498,4
duodenum,YOR144C,-0.411,0.1496,4
duodenum,YOR145C,-2.837,0.8798,4
duodenum,YOR146W,-2.9202,0.8928,4
duodenum,YOR147W,0.064,0.1277,4
duodenum,YOR148C,-0.1115,0.147,4
duodenum,YOR149C,-0.453,0.2833,4
duodenum,YOR150W,0.4805,0.2697,4
duodenum,YOR151C,-0.1832,0.3501,4
duodenum,YOR152C,-0.111,1.3661,4
duodenum,YOR153W,0.8185,0.2436,4
duodenum,YOR154W,-0.729,0.1472,4
duodenum,YOR155C,1.1105,0.3984,4
duodenum,YOR156C,0.4205,0.1661,4
duodenum,YOR157C,0.4335,0.3227,4
duodenum,YOR158W,0.6433,0.1567,4
duodenum,YOR159C,-0.2898,0.6834,4
duodenum,YOR160W,0.3972,0.2695,4
duodenum,YOR161C,3.3975,0.6389,4
duodenum,YOR162C,0.654,0.5744,4
duodenum,YOR163W,0.3112,0.1,4
duodenum,YOR164C,0.0162,0.1724,4
duodenum,YOR165W,-0.5577,0.3897,4
duodenum,YOR166C,-0.136,0.3611,4
duodenum,YOR167C,-1.6445,1.2319,4
duodenum,YOR168W,-1.0575,0.4533,4
duodenum,YOR169C,-1.5435,0.7489,4
duodenum,YOR170W,0.0348,0.1483,4
duodenum,YOR171C,0.1535,0.199,4
duodenum,YOR172W,0.0521,0.3166,4
duodenum,YOR173W,2.2067,0.6025,4
duodenum,YOR174W,-0.3007,0.2378,4
duodenum,YOR175C,-0.7958,0.3915,4
duodenum,YOR176W,1.075,0.4921,4
duodenum,YOR177C,0.4075,0.3626,4
duodenum,YOR178C,1.911,0.8279,4
duodenum,YOR179C,-0.1015,0.2324,4
duodenum,YOR180C,0.2787,0.2882,4
duodenum,YOR181W,0.7662,0.3346,4
duodenum,YOR182C,-1.4275,1.1421,4
duodenum,YOR183W,-0.8568,0.3637,4
duodenum,YOR184W,-0.2155,0.3057,4
duodenum,YOR185C,2.9548,0.282,4
duodenum,YOR186W,0.0893,0.1,4
duodenum,YOR187W,0.8245,0.1006,4
duodenum,YOR188W,-1.076,0.4647,4
duodenum,YOR189W,-0.3488,0.2991,4
duodenum,YOR190W,0.5207,1.1258,4
duodenum,YOR191W,0.3603,0.3565,4
duodenum,YOR192C,-0.0457,0.3855,4
duodenum,YOR193W,0.1482,0.253,4
duodenum,YOR194C,-0.0195,0.1666,4
duodenum,YOR195W,-0.5887,0.3004,4
duodenum,YOR196C,-0.3035,0.192,4
duodenum,YOR197W,0.055,0.1794,4
duodenum,YOR198C,-0.2425,0.1143,4
duodenum,YOR199W,-0.8005,0.4215,4
duodenum,YOR200W,-0.2632,0.3812,4
duodenum,YOR201C,-0.3668,0.4881,4
duodenum,YOR202W,-0.5597,0.2371,4
duodenum,YOR203W,-0.9663,0.2672,4
duodenum,YOR204W,-0.6915,0.4882,4
duodenum,YOR205C,-0.5248,0.5208,4
duodenum,YOR206W,-3.7102,1.4998,4
duodenum,YOR207C,-2.2212,0.5733,4
duodenum,YOR208W,0.9463,0.235,4
duodenum,YOR209C,-0.741,0.3046,4
duodenum,YOR210W,-1.4045,0.6769,4
duodenum,YOR211C,-0.4701,0.2606,4
duodenum,YOR212W,-1.245,0.6295,4
duodenum,YOR213C,-0.9848,0.3785,4
duodenum,YOR214C,-0.802,0.3972,4
duodenum,YOR215C,1.3465,0.319,4
duodenum,YOR216C,0.194,0.6626,4
duodenum,YOR217W,-0.4537,0.3822,4
duodenum,YOR218C,-0.4765,0.4491,4
duodenum,YOR219C,0.2035,0.5389,4
duodenum,YOR220W,2.1528,0.986,4
duodenum,YOR221C,0.3782,0.4635,4
duodenum,YOR222W,-0.87,0.585,4
duodenum,YOR223W,0.8407,0.7463,4
duodenum,YOR224C,-1.5888,0.3771,4
duodenum,YOR225W,-0.6565,0.6386,4
duodenum,YOR226C,-0.3943,0.5796,4
duodenum,YOR227W,1.0907,0.4055,4
duodenum,YOR228C,1.012,0.622,4
duodenum,YOR229W,-1.0055,0.1755,4
duodenum,YOR230W,1.6035,1.1541,4
duodenum,YOR231W,-0.158,0.1647,4
duodenum,YOR232W,-0.8513,0.3367,4
duodenum,YOR233W,-1.2083,0.1,4
duodenum,YOR234C,-1.745,0.783,4
duodenum,YOR235W,-0.4425,0.3278,4
duodenum,YOR236W,-0.7193,0.3256,4
duodenum,YOR237W,-0.7503,0.392,4
duodenum,YOR238W,0.125,0.2563,4
duodenum,YOR239W,-0.792,0.1461,4
duodenum,YOR240W,-0.5278,0.3078,4
duodenum,YOR241W,-0.3093,0.3389,4
duodenum,YOR242C,-0.888,0.6253,4
duodenum,YOR243C,-2.6677,1.5172,4
duodenum,YOR244W,0.0515,0.2428,4
duodenum,YOR245C,0.8865,0.1459,4
duodenum,YOR246C,-1.02,0.4033,4
duodenum,YOR247W,-1.1972,0.8067,4
duodenum,YOR248W,-1.3217,0.6316,4
duodenum,YOR249C,0.267,0.4535,4
duodenum,YOR250C,0.333,0.293,4
duodenum,YOR251C,-0.7057,0.3217,4
duodenum,YOR252W,-1.7792,0.5748,4
duodenum,YOR253W,-0.8265,0.4515,4
duodenum,YOR254C,-0.7238,0.283,4
duodenum,YOR255W,-0.5653,0.1026,4
duodenum,YOR256C,0.519,0.2265,4
duodenum,YOR257W,0.1517,0.1586,4
duodenum,YOR258W,0.0602,0.1911,4
duodenum,YOR259C,0.4057,0.3072,4
duodenum,YOR260W,-0.9493,0.5304,4
duodenum,YOR261C,0.4983,0.1989,4
duodenum,YOR262W,-0.6388,0.2197,4
duodenum,YOR263C,-0.2172,0.1,4
duodenum,YOR264W,0.1037,0.1968,4
duodenum,YOR265W,-0.1055,0.2398,4
duodenum,YOR266W,-0.2306,0.2321,4
duodenum,YOR267C,1.6442,0.4519,4
duodenum,YOR268C,0.03,0.2172,4
duodenum,YOR269W,-0.7675,0.1572,4
duodenum,YOR270C,-0.0655,0.1997,4
duodenum,YOR271C,-1.8315,0.6309,4
duodenum,YOR272W,-1.704,1.8438,4
duodenum,YOR273C,3.2828,1.1115,4
duodenum,YOR274W,-0.3902,0.1829,4
duodenum,YOR275C,0.515,0.8164,4
duodenum,YOR276W,-1.2555,0.7601,4
duodenum,YOR277C,-1.7153,0.4335,4
duodenum,YOR278W,0.3053,0.1844,4
duodenum,YOR279C,-0.2895,0.2269,4
duodenum,YOR280C,0.3763,0.2967,4
duodenum,YOR281C,-0.8577,0.3749,4
duodenum,YOR282W,-0.6575,0.4894,4
duodenum,YOR283W,-0.9705,0.2266,4
duodenum,YOR284W,-0.153,0.1476,4
duodenum,YOR285W,1.9365,0.494,4
duodenum,YOR286W,0.5165,0.2903,4
duodenum,YOR287C,-2.2612,0.9929,4
duodenum,YOR288C,1.818,0.6287,4
duodenum,YOR289W,2.625,0.2558,4
duodenum,YOR290C,0.1982,0.3641,4
duodenum,YOR291W,0.4154,0.1972,4
duodenum,YOR292C,1.1898,0.2543,4
duodenum,YOR293W,-2.5285,1.573,4
duodenum,YOR294W,-3.3933,1.1141,4
duodenum,YOR295W,-1.0345,0.4686,4
duodenum,YOR296W,0.1643,0.1742,4
duodenum,YOR297C,-0.3327,0.4358,4
duodenum,YOR298W,-0.4772,0.477,4
duodenum,YOR299W,0.4882,0.1764,4
duodenum,YOR300W,0.3185,0.1688,4
duodenum,YOR301W,-0.2313,0.1,4
duodenum,YOR302W,-0.6485,0.6476,4
duodenum,YOR303W,-0.0872,1.0582,4
duodenum,YOR304C-A,-0.4813,0.9671,4
duodenum,YOR304W,-0.1758,0.1329,4
duodenum,YOR305W,-0.4297,0.552,4
duodenum,YOR306C,-0.768,0.4192,4
duodenum,YOR307C,-0.154,0.1474,4
duodenum,YOR308C,-0.4713,0.2312,4
duodenum,YOR309C,-4.3177,1.4652,4
duodenum,YOR310C,-3.3127,0.9801,4
duodenum,YOR311C,-0.43,0.3233,4
duodenum,YOR312C,-2.364,1.1267,4
duodenum,YOR313C,-1.5123,0.117,4
duodenum,YOR314W,-1.0058,0.1,4
duodenum,YOR315W,-2.2105,0.227,4
duodenum,YOR316C,0.141,0.4868,4
duodenum,YOR317W,2.5602,0.8908,4
duodenum,YOR318C,-0.1065,0.5816,4
duodenum,YOR319W,-0.5958,0.4405,4
duodenum,YOR320C,-0.3333,0.4967,4
duodenum,YOR321W,-0.027,0.4054,4
duodenum,YOR322C,-0.4838,0.4718,4
duodenum,YOR323C,-0.347,0.1098,4
duodenum,YOR324C,-0.228,0.9024,4
duodenum,YOR325W,-0.7628,0.2266,4
duodenum,YOR326W,-0.054,0.4213,4
duodenum,YOR327C,0.271,0.3791,4
duodenum,YOR328W,0.058,0.5509,4
duodenum,YOR329C,0.737,0.5754,4
duodenum,YOR330C,0.0063,0.2787,4
duodenum,YOR331C,-0.1653,0.2149,4
duodenum,YOR332W,0.0563,0.2894,4
duodenum,YOR333C,-0.4705,0.2352,4
duodenum,YOR334W,-0.5226,0.1,4
duodenum,YOR335C,-1.5344,0.6292,4
duodenum,YOR336W,0.0931,0.3131,4
duodenum,YOR337W,-0.2843,0.7585,4
duodenum,YOR338W,-0.1546,0.6248,4
duodenum,YOR339C,-0.3271,0.8766,4
duodenum,YOR340C,-2.1969,0.262,4
duodenum,YOR341W,-1.6178,1.094,4
duodenum,YOR342C,-0.7704,0.8597,4
duodenum,YOR343C,-0.573,0.3618,4
duodenum,YOR344C,-0.7643,0.6451,4
duodenum,YOR345C,-0.9457,0.6909,4
duodenum,YOR346W,-0.8036,0.1367,4
duodenum,YOR347C,2.4947,0.3918,4
duodenum,YOR348C,0.2325,0.3121,4
duodenum,YOR349W,-0.3014,0.1,4
duodenum,YOR350C,0.2988,0.1321,4
duodenum,YOR351C,-0.3939,0.3712,4
duodenum,YOR352W,0.916,0.5352,4
duodenum,YOR353C,0.0025,0.3107,4
duodenum,YOR354C,-0.2657,0.4498,4
duodenum,YOR355W,-0.8407,0.5805,4
duodenum,YOR356W,-0.0567,0.3845,4
duodenum,YOR357C,0.7272,0.1271,4
duodenum,YOR358W,0.445,0.4796,4
duodenum,YOR359W,-1.1113,0.2574,4
duodenum,YOR360C,-0.0765,0.3218,4
duodenum,YOR361C,-1.6545,0.5535,4
duodenum,YOR362C,0.8327,0.1861,4
duodenum,YOR363C,0.2781,0.5461,4
duodenum,YOR364W,-0.4208,0.2113,4
duodenum,YOR365C,-0.437,1.3269,4
duodenum,YOR366W,-0.532,0.3442,4
duodenum,YOR367W,0.3073,0.2357,4
duodenum,YOR368W,-0.7615,0.4206,4
duodenum,YOR369C,-2.2092,1.1038,4
duodenum,YOR370C,-0.3681,0.1241,4
duodenum,YOR371C,-0.561,0.1188,4
duodenum,YOR372C,-0.0195,0.1159,4
duodenum,YOR373W,-0.58,0.4059,4
duodenum,YOR374W,4.5122,1.0538,4
duodenum,YOR375C,-0.3628,0.2016,4
duodenum,YOR376W,0.5907,0.2513,4
duodenum,YOR377W,-0.6388,0.6302,4
duodenum,YOR378W,0.106,0.2313,4
duodenum,YOR379C,-0.4845,0.1624,4
duodenum,YOR380W,0.265,0.3317,4
duodenum,YOR381W,-1.2208,0.5461,4
duodenum,YOR382W,0.7763,0.6029,4
duodenum,YOR383C,0.504,0.3207,4
duodenum,YOR384W,0.3706,0.2161,4
duodenum,YOR385W,0.2843,0.1678,4
duodenum,YOR386W,1.9647,0.45,4
duodenum,YOR387C,1.1078,0.1983,4
duodenum,YOR388C,-0.2258,0.2955,4
duodenum,YOR389W,-0.41,0.1306,4
duodenum,YOR390W,-0.6365,0.4465,4
duodenum,YOR391C,0.462,0.3773,4
duodenum,YOR392W,-0.0953,0.1806,4
duodenum,YOR393W,-0.0865,0.2147,4
duodenum,YOR394W,-0.1358,0.5053,4
duodenum,YPL001W,-0.143,0.1329,4
duodenum,YPL002C,0.4882,0.1973,4
duodenum,YPL003W,0.992,0.2115,4
duodenum,YPL004C,2.269,0.245,4
duodenum,YPL005W,-1.1858,0.5346,4
duodenum,YPL006W,0.1171,0.4242,4
duodenum,YPL007C,-0.3614,0.359,4
duodenum,YPL008W,-0.3389,0.2188,4
duodenum,YPL009C,-0.372,0.1743,4
duodenum,YPL010W,-0.017,0.5572,4
duodenum,YPL011C,-0.7255,0.5065,4
duodenum,YPL012W,-0.294,0.8838,4
duodenum,YPL013C,-0.331,0.2308,4
duodenum,YPL014W,1.134,0.7575,4
duodenum,YPL015C,-0.1625,0.5609,4
duodenum,YPL016W,-0.5945,0.8854,4
duodenum,YPL017C,0.5152,0.9389,4
duodenum,YPL018W,0.5803,0.5925,4
duodenum,YPL019C,-2.1195,0.5072,4
duodenum,YPL020C,-0.4538,0.4795,4
duodenum,YPL021W,-0.146,1.0976,4
duodenum,YPL022W,0.0798,0.3406,4
duodenum,YPL023C,-0.3357,0.4639,4
duodenum,YPL024W,0.3347,0.648,4
duodenum,YPL025C,-0.6538,0.3855,4
duodenum,YPL026C,-0.4815,0.4216,4
duodenum,YPL027W,-0.243,0.5788,4
duodenum,YPL028W,-0.385,0.265,4
duodenum,YPL029W,-0.2745,0.2553,4
duodenum,YPL030W,0.2983,1.1808,4
duodenum,YPL031C,0.317,0.5305,4
duodenum,YPL032C,-0.6857,0.5654,4
duodenum,YPL033C,-0.549,0.4813,4
duodenum,YPL034W,0.1512,0.3283,4
duodenum,YPL035C,0.1152,0.4035,4
duodenum,YPL036W,-0.856,0.3899,4
duodenum,YPL037C,-0.878,0.2812,4
duodenum,YPL038W,-0.5883,0.2406,4
duodenum,YPL039W,-0.6329,0.5251,4
duodenum,YPL040C,-0.2265,0.2543,4
duodenum,YPL041C,-0.1193,0.1,4
duodenum,YPL042C,0.6164,0.5802,4
duodenum,YPL043W,-3.54,0.9754,4
duodenum,YPL044C,-3.601,1.192,4
duodenum,YPL045W,0.0694,0.359,4
duodenum,YPL046C,-0.4488,0.2481,4
duodenum,YPL047W,-0.5265,0.4519,4
duodenum,YPL048W,0.3325,0.1816,4
duodenum,YPL049C,-0.0055,0.1212,4
duodenum,YPL050C,-0.8628,0.3347,4
duodenum,YPL051W,-0.377,0.3574,4
duodenum,YPL052W,-0.1437,0.7658,4
duodenum,YPL053C,-0.0395,0.2149,4
duodenum,YPL054W,1.0122,0.523,4
duodenum,YPL055C,-0.016,0.3888,4
duodenum,YPL056C,-0.5248,0.9723,4
duodenum,YPL057C,0.5002,0.8652,4
duodenum,YPL058C,-0.5321,0.3096,4
duodenum,YPL059W,0.3762,0.2831,4
duodenum,YPL060W,0.5767,0.2218,4
duodenum,YPL061W,1.444,0.3695,4
duodenum,YPL062W,-0.2883,0.23,4
duodenum,YPL063W,-0.51,0.3326,4
duodenum,YPL064C,0.0095,0.299,4
duodenum,YPL065W,0.184,0.1356,4
duodenum,YPL066W,0.2208,0.1,4
duodenum,YPL067C,0.043,0.2623,4
duodenum,YPL068C,-1.0297,0.469,4
duodenum,YPL069C,-0.5448,0.229,4
duodenum,YPL070W,0.6655,0.138,4
duodenum,YPL071C,0.0815,0.3005,4
duodenum,YPL072W,0.0835,0.1462,4
duodenum,YPL073C,-0.2749,0.1,4
duodenum,YPL074W,-0.642,0.5346,4
duodenum,YPL075W,0.1466,0.1482,4
duodenum,YPL076W,-0.229,0.2158,4
duodenum,YPL077C,0.1318,0.1401,4
duodenum,YPL078C,0.4688,0.1304,4
duodenum,YPL079W,-2.427,1.4397,4
duodenum,YPL080C,-0.922,0.437,4
duodenum,YPL081W,-2.1362,1.5836,4
duodenum,YPL082C,-0.5394,0.4525,4
duodenum,YPL083C,-0.2647,0.1624,4
duodenum,YPL084W,0.6395,0.2026,4
duodenum,YPL085W,-0.4824,0.6457,4
duodenum,YPL086C,-2.093,0.7593,4
duodenum,YPL087W,1.5192,1.3751,4
duodenum,YPL088W,0.3143,0.219,4
duodenum,YPL089C,0.4566,0.4758,4
duodenum,YPL090C,-2.698,1.4065,4
duodenum,YPL091W,0.422,0.3131,4
duodenum,YPL092W,0.09,0.1872,4
duodenum,YPL093W,-2.6705,0.6539,4
duodenum,YPL094C,-1.0375,0.3714,4
duodenum,YPL095C,0.5637,0.283,4
duodenum,YPL096W,0.4325,0.1775,4
duodenum,YPL097W,0.5973,0.101,4
duodenum,YPL098C,0.3498,0.249,4
duodenum,YPL099C,0.4773,0.1391,4
duodenum,YPL100W,-0.3679,0.4052,4
duodenum,YPL101W,-0.8045,0.3884,4
duodenum,YPL102C,-0.785,0.1102,4
duodenum,YPL103C,0.2787,0.1448,4
duodenum,YPL104W,0.6068,0.204,4
duodenum,YPL105C,-0.55,0.2213,4
duodenum,YPL106C,1.3735,0.311,4
duodenum,YPL107W,0.363,0.3721,4
duodenum,YPL108W,-1.254,0.1899,4
duodenum,YPL109C,0.616,0.8462,4
duodenum,YPL110C,0.0398,0.7629,4
duodenum,YPL111W,0.8602,0.8191,4
duodenum,YPL112C,-0.4517,1.0144,4
duodenum,YPL113C,0.3103,0.6047,4
duodenum,YPL114W,0.2047,0.8151,4
duodenum,YPL115C,-0.519,0.2999,4
duodenum,YPL116W,0.3397,0.5305,4
duodenum,YPL117C,-1.1433,0.2075,4
duodenum,YPL118W,0.4505,0.3856,4
duodenum,YPL119C,0.5677,0.928,4
duodenum,YPL120W,0.594,0.5563,4
duodenum,YPL121C,-0.7075,0.4376,4
duodenum,YPL122C,-0.395,0.7704,4
duodenum,YPL123C,1.794,0.6096,4
duodenum,YPL124W,0.1253,0.4321,4
duodenum,YPL125W,-0.805,0.1593,4
duodenum,YPL126W,-3.0002,0.234,4
duodenum,YPL127C,-0.4815,0.1282,4
duodenum,YPL128C,-0.6795,0.5732,4
duodenum,YPL129W,-0.644,0.2142,4
duodenum,YPL130W,-0.1577,0.4401,4
duodenum,YPL131W,-2.3883,1.1384,4
duodenum,YPL132W,0.0175,0.43,4
duodenum,YPL133C,-0.0767,0.1,4
duodenum,YPL134C,0.7812,0.283,4
duodenum,YPL135W,1.101,0.4764,4
duodenum,YPL136W,0.5885,0.8323,4
duodenum,YPL137C,0.1204,0.3992,4
duodenum,YPL138C,0.115,0.2896,4
duodenum,YPL139C,0.5617,1.0402,4
duodenum,YPL140C,0.1432,0.1232,4
duodenum,YPL141C,-0.3395,0.2992,4
duodenum,YPL142C,-2.27,1.3249,4
duodenum,YPL143W,-2.3405,1.7869,4
duodenum,YPL144W,-0.9449,0.5415,4
duodenum,YPL145C,-0.2465,0.18,4
duodenum,YPL146C,-2.3163,0.9911,4
duodenum,YPL147W,0.2336,0.6495,4
duodenum,YPL148C,-0.074,1.036,4
duodenum,YPL149W,-0.4805,0.2101,4
duodenum,YPL150W,0.3109,0.1137,4
duodenum,YPL151C,-0.0355,0.1,4
duodenum,YPL152W,1.0522,0.3544,4
duodenum,YPL153C,-0.4235,0.1655,4
duodenum,YPL154C,1.8357,0.4427,4
duodenum,YPL155C,0.04,0.25,4
duodenum,YPL156C,-0.405,0.4453,4
duodenum,YPL157W,-0.9218,0.4159,4
duodenum,YPL158C,0.363,0.2073,4
duodenum,YPL159C,0.7428,0.1695,4
duodenum,YPL160W,-1.625,0.8085,4
duodenum,YPL161C,-0.486,0.365,4
duodenum,YPL162C,-0.1773,0.4065,4
duodenum,YPL163C,-2.3695,1.3426,4
duodenum,YPL164C,0.8943,0.5055,4
duodenum,YPL165C,1.922,0.5838,4
duodenum,YPL166W,2.094,0.7736,4
duodenum,YPL167C,0.003,0.8334,4
duodenum,YPL168W,0.3952,0.3142,4
duodenum,YPL169C,-0.01,0.1477,4
duodenum,YPL170W,0.2323,0.258,4
duodenum,YPL171C,-0.1671,0.5204,4
duodenum,YPL172C,0.1807,0.2395,4
duodenum,YPL173W,0.1225,0.4241,4
duodenum,YPL174C,-0.5033,0.7962,4
duodenum,YPL175W,-0.6723,0.2014,4
duodenum,YPL176C,0.6895,0.3058,4
duodenum,YPL177C,0.2447,0.6582,4
duodenum,YPL178W,-0.2907,0.4276,4
duodenum,YPL179W,-0.4865,0.3569,4
duodenum,YPL180W,-0.3322,0.2759,4
duodenum,YPL181W,-0.1202,0.3534,4
duodenum,YPL182C,-0.0203,0.1,4
duodenum,YPL183C,-1.9,0.7865,4
duodenum,YPL184C,-0.0563,0.2815,4
duodenum,YPL185W,0.9725,0.4237,4
duodenum,YPL186C,2.6503,0.3014,4
duodenum,YPL187W,-0.8255,1.0012,4
duodenum,YPL188W,0.4373,0.2077,4
duodenum,YPL189W,-0.3173,0.319,4
duodenum,YPL190C,0.3763,0.1635,4
duodenum,YPL191C,0.914,0.2142,4
duodenum,YPL192C,-0.3828,0.5779,4
duodenum,YPL193W,-0.6675,0.4399,4
duodenum,YPL194W,0.3378,0.2997,4
duodenum,YPL195W,0.31,0.1,4
duodenum,YPL196W,1.698,0.4084,4
duodenum,YPL197C,-1.541,0.8048,4
duodenum,YPL198W,-2.179,1.3966,4
duodenum,YPL199C,-0.897,0.3737,4
duodenum,YPL200W,-0.2017,0.1607,4
duodenum,YPL201C,-0.9247,0.5595,4
duodenum,YPL202C,0.013,0.2792,4
duodenum,YPL203W,1.8955,0.4608,4
duodenum,YPL204W,0.0983,0.5959,4
duodenum,YPL205C,-0.1103,0.3494,4
duodenum,YPL206C,1.0135,0.9948,4
duodenum,YPL207W,-2.6418,0.5715,4
duodenum,YPL208W,0.0125,0.8482,4
duodenum,YPL209C,-0.1535,0.704,4
duodenum,YPL210C,-0.9394,0.481,4
duodenum,YPL211W,-2.4832,0.4722,4
duodenum,YPL212C,-2.1418,0.7007,4
duodenum,YPL213W,-0.3565,0.6731,4
duodenum,YPL214C,0.4552,0.6139,4
duodenum,YPL215W,-0.0834,0.3098,4
duodenum,YPL216W,0.3195,1.0034,4
duodenum,YPL217C,-2.4192,0.1,4
duodenum,YPL218W,-0.0183,0.348,4
duodenum,YPL219W,0.395,0.6454,4
duodenum,YPL220W,-2.6633,1.1587,4
duodenum,YPL221W,0.312,0.4456,4
duodenum,YPL222W,0.7388,0.4908,4
duodenum,YPL223C,1.2468,0.5372,4
duodenum,YPL224C,0.8788,0.629,4
duodenum,YPL225W,0.472,0.382,4
duodenum,YPL226W,-2.895,1.0682,4
duodenum,YPL227C,-1.0377,0.4929,4
duodenum,YPL228W,0.274,0.2018,4
duodenum,YPL229W,0.4852,0.1162,4
duodenum,YPL230W,3.5747,0.7678,4
duodenum,YPL231W,-1.3234,0.3588,4
duodenum,YPL232W,0.3003,0.1919,4
duodenum,YPL233W,-0.756,0.2395,4
duodenum,YPL234C,-0.4293,0.3953,4
duodenum,YPL235W,-0.6371,0.488,4
duodenum,YPL236C,0.3453,0.2775,4
duodenum,YPL237W,-1.4708,0.8301,4
duodenum,YPL238C,-1.6583,0.7397,4
duodenum,YPL239W,-0.2953,0.3649,4
duodenum,YPL240C,2.9473,0.7223,4
duodenum,YPL241C,-0.9055,0.505,4
duodenum,YPL242C,-0.2502,0.2105,4
duodenum,YPL243W,-0.7372,0.4152,4
duodenum,YPL244C,-0.4502,0.209,4
duodenum,YPL245W,-1.4235,0.5679,4
duodenum,YPL246C,0.0077,0.1,4
duodenum,YPL247C,2.5041,0.7102,4
duodenum,YPL248C,0.0015,0.3105,4
duodenum,YPL249C,0.0554,0.4244,4
duodenum,YPL250C,1.3742,0.4946,4
duodenum,YPL251W,-1.212,0.9228,4
duodenum,YPL252C,-0.8233,0.9458,4
duodenum,YPL253C,-0.0938,0.2519,4
duodenum,YPL254W,-0.1447,0.2134,4
duodenum,YPL255W,-1.0085,0.3003,4
duodenum,YPL256C,-1.6535,1.1007,4
duodenum,YPL257W,0.1228,0.1713,4
duodenum,YPL258C,0.7025,0.119,4
duodenum,YPL259C,0.02,0.1211,4
duodenum,YPL260W,1.1972,0.1579,4
duodenum,YPL261C,0.122,0.1075,4
duodenum,YPL262W,0.9898,0.3743,4
duodenum,YPL263C,-1.5742,0.51,4
duodenum,YPL264C,0.9347,0.3249,4
duodenum,YPL265W,1.7067,0.707,4
duodenum,YPL266W,-2.7123,1.0228,4
duodenum,YPL267W,-1.007,0.2837,4
duodenum,YPL268W,-0.11,0.1732,4
duodenum,YPL269W,-0.5483,0.3423,4
duodenum,YPL270W,0.7582,0.1714,4
duodenum,YPL271W,0.8802,0.2048,4
duodenum,YPL272C,-0.2656,0.3425,4
duodenum,YPL273W,-1.9369,0.5547,4
duodenum,YPL274W,-0.5635,0.2426,4
duodenum,YPL275W,-0.3,0.7338,4
duodenum,YPL276W,0.1845,0.1239,4
duodenum,YPL277C,0.0602,0.1549,4
duodenum,YPL278C,-0.0305,0.1299,4
duodenum,YPL279C,-0.818,0.525,4
duodenum,YPL280W,0.392,0.2154,4
duodenum,YPL281C,0.2095,0.373,4
duodenum,YPL282C,0.3145,0.1859,4
duodenum,YPL283C,-0.0409,0.6651,4
duodenum,YPR001W,0.764,0.3765,4
duodenum,YPR002W,1.851,0.4884,4
duodenum,YPR003C,0.4852,1.2297,4
duodenum,YPR004C,0.4667,0.1433,4
duodenum,YPR005C,0.9467,0.3944,4
duodenum,YPR006C,0.9205,0.4661,4
duodenum,YPR007C,-0.0432,0.5425,4
duodenum,YPR008W,0.52,0.6634,4
duodenum,YPR009W,0.0328,0.1702,4
duodenum,YPR010C,-2.8543,0.5719,4
duodenum,YPR011C,0.5627,0.1787,4
duodenum,YPR012W,-0.9308,0.608,4
duodenum,YPR013C,0.0298,0.1452,4
duodenum,YPR014C,-0.6673,0.5212,4
duodenum,YPR015C,0.2262,0.212,4
duodenum,YPR016C,-1.844,0.6076,4
duodenum,YPR017C,-1.0328,0.1565,4
duodenum,YPR018W,-0.9702,0.9509,4
duodenum,YPR019W,0.0002,0.4005,4
duodenum,YPR020W,-0.2378,0.1394,4
duodenum,YPR021C,0.3172,0.5498,4
duodenum,YPR022C,-0.6942,0.3313,4
duodenum,YPR023C,0.3045,0.5551,4
duodenum,YPR024W,0.6202,0.6697,4
duodenum,YPR025C,0.314,0.4661,4
duodenum,YPR026W,2.3505,0.8587,4
duodenum,YPR027C,0.272,0.5289,4
duodenum,YPR028W,1.0745,0.8199,4
duodenum,YPR029C,0.292,0.4866,4
duodenum,YPR030W,0.8974,0.9203,4
duodenum,YPR031W,-0.6422,0.5502,4
duodenum,YPR032W,-0.0108,0.5426,4
duodenum,YPR033C,-1.323,0.3414,4
duodenum,YPR034W,-0.6965,0.2196,4
duodenum,YPR035W,0.342,0.4354,4
duodenum,YPR036W,-0.1025,0.415,4
duodenum,YPR037C,-0.305,0.329,4
duodenum,YPR038W,-0.8562,0.3138,4
duodenum,YPR039W,0.0875,1.2108,4
duodenum,YPR040W,-0.2047,0.3926,4
duodenum,YPR041W,-1.4231,0.7418,4
duodenum,YPR042C,-0.2259,0.5178,4
duodenum,YPR043W,-1.766,1.0112,4
duodenum,YPR044C,-1.7606,1.1726,4
duodenum,YPR045C,0.9347,0.2436,4
duodenum,YPR046W,0.0017,0.3116,4
duodenum,YPR047W,1.2005,0.2018,4
duodenum,YPR048W,-1.1843,0.4674,4
duodenum,YPR049C,0.0979,0.3257,4
duodenum,YPR050C,-0.6458,0.5619,4
duodenum,YPR051W,-0.3552,0.8204,4
duodenum,YPR052C,-1.1315,0.5619,4
duodenum,YPR053C,-0.581,0.3763,4
duodenum,YPR054W,0.729,0.1791,4
duodenum,YPR055W,0.304,0.1363,4
duodenum,YPR056W,-0.7225,0.4035,4
duodenum,YPR057W,-0.0648,0.1591,4
duodenum,YPR058W,-1.2957,0.3352,4
duodenum,YPR059C,-1.1977,0.4615,4
duodenum,YPR060C,-0.7777,0.675,4
duodenum,YPR061C,0.2102,0.937,4
duodenum,YPR062W,-0.4552,0.3749,4
duodenum,YPR063C,-0.3367,0.3702,4
duodenum,YPR064W,-0.8905,0.8271,4
duodenum,YPR065W,-0.2493,0.4185,4
duodenum,YPR066W,0.1688,0.2354,4
